asset_id,asset_type,site_name,state,county,latitude,longitude,geometry_precision,primary_material,critical_materials,dominant_raws_profile,asset_status,rank_score,presence_count,production_present_flag,resources_present_flag,total_reported_direct_emissions_mtco2e,iron_and_steel_production_emissions_mtco2e,reporting_year,source_dataset,source_detail
ore-472,ore_site,Unnamed PGE site 472,AK,,59.8891,-155.2807,point,PGE,"PGE, rhenium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-489,ore_site,Unnamed PGE site 489,AK,,58.9226,-161.7311,point,PGE,PGE,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-539,ore_site,Unnamed PGE site 539,AK,,58.9392,-161.7022,point,PGE,PGE,Ore Site,CM-past producer,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-437,ore_site,Unnamed REE site 437,AK,,66.1191,-150.06083,point,REE,"REE, tin",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-508,ore_site,Unnamed REE site 508,AK,,65.9863,-150.57123,point,REE,"REE, tin",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-249,ore_site,Unnamed antimony site 249,AK,,62.4472,-157.9224,point,antimony,"antimony, arsenic, tungsten, zinc",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-438,ore_site,Unnamed antimony site 438,AK,,67.4745,-150.2324,point,antimony,antimony,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-12,ore_site,Unnamed barite site 12,AK,,68.155,-163.033,point,barite,"barite, zinc",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-227,ore_site,Unnamed barite site 227,AK,,61.8252,-154.4726,point,barite,barite,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-344,ore_site,Unnamed barite site 344,AK,,68.6066,-157.4783,point,barite,barite,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-358,ore_site,Unnamed barite site 358,AK,,68.6159,-157.4548,point,barite,barite,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-462,ore_site,Unnamed barite site 462,AK,,59.3966,-136.3919,point,barite,"barite, zinc",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-80,ore_site,Unnamed beryllium site 80,AK,,54.90939,-132.12719,point,beryllium,"beryllium, hafnium, REE, titanium, vanadium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-149,ore_site,Unnamed chromium site 149,AK,,59.206,-151.8189,point,chromium,chromium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-267,ore_site,Unnamed chromium site 267,AK,,57.3603,-154.6003,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-29,ore_site,Unnamed chromium site 29,AK,,68.2467,-161.9034,point,chromium,"chromium, iridium, palladium, platinum",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-315,ore_site,Unnamed chromium site 315,AK,,67.944,-163.6117,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-322,ore_site,Unnamed chromium site 322,AK,,64.2216,-156.6661,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-406,ore_site,Unnamed chromium site 406,AK,,68.2436,-161.0687,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-48,ore_site,Unnamed chromium site 48,AK,,61.572,-145.1432,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-515,ore_site,Unnamed chromium site 515,AK,,59.378,-151.476,point,chromium,chromium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-559,ore_site,Unnamed chromium site 559,AK,,61.5813,-144.9908,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-436,ore_site,Unnamed cobalt site 436,AK,,63.33,-145.59333,point,cobalt,"cobalt, nickel, PGE",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-79,ore_site,Unnamed cobalt site 79,AK,,57.976,-136.4225,point,cobalt,"cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-87,ore_site,Unnamed cobalt site 87,AK,,67.0624,-156.948,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-88,ore_site,Unnamed cobalt site 88,AK,,67.06527,-156.91952,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-95,ore_site,Unnamed cobalt site 95,AK,,58.5529,-136.9294,point,cobalt,"cobalt, nickel, PGE",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-361,ore_site,Unnamed fluorspar site 361,AK,,65.476,-167.153,point,fluorspar,"fluorspar, tin",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-511,ore_site,Unnamed germanium site 511,AK,,68.0704,-162.8379,point,germanium,"germanium, zinc",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-254,ore_site,Unnamed graphite site 254,AK,,65.0393,-165.538,point,graphite,graphite,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-405,ore_site,Unnamed nickel site 405,AK,,57.7855,-136.3082,point,nickel,nickel,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-469,ore_site,Unnamed niobium site 469,AK,,56.562,-133.115,point,niobium,"niobium, REE",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-642,ore_site,Unnamed niobium site 642,AK,,65.0927,-150.9369,point,niobium,"niobium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-499,ore_site,Unnamed rhenium site 499,AK,,55.403,-130.483,point,rhenium,rhenium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-337,ore_site,Unnamed tantalum site 337,AK,,65.7103,-165.2289,point,tantalum,"tantalum, tin",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-106,ore_site,Unnamed tin site 106,AK,,65.643,-167.511,point,tin,tin,Ore Site,CM-past producer,1,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-121,ore_site,Unnamed tin site 121,AK,,65.094,-150.8182,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-130,ore_site,Unnamed tin site 130,AK,,65.571,-167.931,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-131,ore_site,Unnamed tin site 131,AK,,65.587,-167.959,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-14,ore_site,Unnamed tin site 14,AK,,65.50353,-167.63472,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-158,ore_site,Unnamed tin site 158,AK,,62.9909,-149.8633,point,tin,tin,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-168,ore_site,Unnamed tin site 168,AK,,64.6619,-155.433,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-180,ore_site,Unnamed tin site 180,AK,,65.0995,-150.8424,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-184,ore_site,Unnamed tin site 184,AK,,65.0614,-150.9887,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-219,ore_site,Unnamed tin site 219,AK,,64.3771,-155.5582,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-242,ore_site,Unnamed tin site 242,AK,,64.6954,-155.4492,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-250,ore_site,Unnamed tin site 250,AK,,65.589,-167.913,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-262,ore_site,Unnamed tin site 262,AK,,64.3058,-155.5203,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-298,ore_site,Unnamed tin site 298,AK,,65.0785,-150.9188,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-351,ore_site,Unnamed tin site 351,AK,,65.635,-146.7,point,tin,tin,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-360,ore_site,Unnamed tin site 360,AK,,65.472,-167.161,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-383,ore_site,Unnamed tin site 383,AK,,65.2265,-153.3487,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-400,ore_site,Unnamed tin site 400,AK,,64.3189,-155.5348,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-402,ore_site,Unnamed tin site 402,AK,,65.0693,-150.9314,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-468,ore_site,Unnamed tin site 468,AK,,65.0432,-150.9341,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-494,ore_site,Unnamed tin site 494,AK,,65.654,-167.554,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-54,ore_site,Unnamed tin site 54,AK,,64.4574,-155.3554,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-56,ore_site,Unnamed tin site 56,AK,,62.4233,-157.0246,point,tin,"tin, zinc",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-575,ore_site,Unnamed tin site 575,AK,,60.0475,-157.0775,point,tin,"tin, tungsten",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-596,ore_site,Unnamed tin site 596,AK,,65.0933,-150.881,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-617,ore_site,Unnamed tin site 617,AK,,65.0845,-150.9008,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-622,ore_site,Unnamed tin site 622,AK,,65.3792,-152.7892,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-674,ore_site,Unnamed tin site 674,AK,,63.4813,-155.7127,point,tin,tin,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-676,ore_site,Unnamed tin site 676,AK,,65.0516,-151.0122,point,tin,tin,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-81,ore_site,Unnamed tin site 81,AK,,65.3276,-151.3389,point,tin,tin,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-334,ore_site,Unnamed titanium site 334,AK,,59.4197,-135.8843,point,titanium,"titanium, vanadium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-240,ore_site,Unnamed tungsten site 240,AK,,64.981,-147.367,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-365,ore_site,Unnamed tungsten site 365,AK,,64.2392,-143.8939,point,tungsten,tungsten,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-379,ore_site,Unnamed tungsten site 379,AK,,59.01282,-137.08652,point,tungsten,tungsten,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-82,ore_site,Unnamed tungsten site 82,AK,,64.63642,-165.20087,point,tungsten,tungsten,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-187,ore_site,Unnamed zinc site 187,AK,,63.24773,-144.09221,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-20,ore_site,Unnamed zinc site 20,AK,,67.17389,-156.3875,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-261,ore_site,Unnamed zinc site 261,AK,,58.079,-134.6312,point,zinc,zinc,Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-319,ore_site,Unnamed zinc site 319,AK,,60.1167,-152.9778,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-350,ore_site,Unnamed zinc site 350,AK,,68.1664,-163.202,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-433,ore_site,Unnamed zinc site 433,AK,,55.0576,132.1461,point,zinc,zinc,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-513,ore_site,Unnamed zinc site 513,AK,,63.9158,-147.3808,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-518,ore_site,Unnamed zinc site 518,AK,,63.3844,-154.3676,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-578,ore_site,Unnamed zinc site 578,AK,,67.2972,-157.1738,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-597,ore_site,Unnamed zinc site 597,AK,,67.0704,-155.0431,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-32,ore_site,Unnamed aluminum site 32,AL,,31.76079,-85.31055,point,aluminum,aluminum,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-162,ore_site,Unnamed graphite site 162,AL,,32.91204,-86.40067,point,graphite,graphite,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-36,ore_site,Unnamed graphite site 36,AL,,33.07743,-86.1567,point,graphite,graphite,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-387,ore_site,Unnamed tantalum site 387,AL,,32.88555,-86.24857,point,tantalum,"tantalum, tin",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-163,ore_site,Unnamed tin site 163,AL,,32.907,-86.1922,point,tin,tin,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-6,ore_site,Unnamed aluminum site 6,AR,,34.55842,-92.49186,point,aluminum,"aluminum, niobium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-141,ore_site,Unnamed barite site 141,AR,,34.44012,-92.99208,point,barite,barite,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-217,ore_site,Unnamed barite site 217,AR,,34.37792,-93.8127,point,barite,barite,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-345,ore_site,Unnamed lithium site 345,AR,,33.1686,-92.77906,point,lithium,lithium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-602,ore_site,Unnamed lithium site 602,AR,,33.30016,-93.52507,point,lithium,lithium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-135,ore_site,Unnamed manganese site 135,AR,,35.81077,-91.62609,point,manganese,manganese,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-147,ore_site,Unnamed titanium site 147,AR,,34.46679,-92.85017,point,titanium,"titanium, vanadium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-372,ore_site,Unnamed titanium site 372,AR,,34.4372,-92.8564,point,titanium,titanium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-671,ore_site,Unnamed vanadium site 671,AR,,34.47402,-92.9612,point,vanadium,vanadium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-410,ore_site,Unnamed zinc site 410,AR,,36.13319,-92.55457,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-339,ore_site,Unnamed REE site 339,AZ,,34.14476,-113.79209,point,REE,"REE, scandium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-516,ore_site,Unnamed aluminum site 516,AZ,,31.50375,-110.71928,point,aluminum,aluminum,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-401,ore_site,Unnamed beryllium site 401,AZ,,33.99839,-112.51407,point,beryllium,"beryllium, lithium, niobium, tantalum",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-389,ore_site,Unnamed fluorspar site 389,AZ,,33.90174,-110.9682,point,fluorspar,fluorspar,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-118,ore_site,Unnamed lithium site 118,AZ,,34.56774,-113.33757,point,lithium,lithium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-363,ore_site,Unnamed lithium site 363,AZ,,33.95784,-112.57102,point,lithium,lithium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-52,ore_site,Unnamed lithium site 52,AZ,,34.70922,-113.56947,point,lithium,lithium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-23,ore_site,Unnamed manganese site 23,AZ,,34.345,-113.624,point,manganese,manganese,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-278,ore_site,Unnamed manganese site 278,AZ,,31.46494,-110.72442,point,manganese,"manganese, zinc",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-390,ore_site,Unnamed manganese site 390,AZ,,34.3356,-113.61911,point,manganese,manganese,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-501,ore_site,Unnamed manganese site 501,AZ,,33.28923,-111.09209,point,manganese,manganese,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-284,ore_site,Unnamed potash site 284,AZ,,34.8508,-109.87618,point,potash,potash,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-285,ore_site,Unnamed potash site 285,AZ,,34.86056,-109.93833,point,potash,potash,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-286,ore_site,Unnamed potash site 286,AZ,,34.90437,-109.90774,point,potash,potash,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-137,ore_site,Unnamed rhenium site 137,AZ,,33.4105,-110.964,point,rhenium,rhenium,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-31,ore_site,Unnamed rhenium site 31,AZ,,34.58453,-113.20879,point,rhenium,rhenium,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-398,ore_site,Unnamed rhenium site 398,AZ,,33.40562,-110.89125,point,rhenium,rhenium,Ore Site,Recent producer+CM resources,4,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-403,ore_site,Unnamed rhenium site 403,AZ,,35.36078,-114.14697,point,rhenium,rhenium,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-413,ore_site,Unnamed rhenium site 413,AZ,,33.0965,-109.3603,point,rhenium,"rhenium, zinc",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-440,ore_site,Unnamed rhenium site 440,AZ,,32.43107,-111.53664,point,rhenium,"rhenium, zinc",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-485,ore_site,Unnamed rhenium site 485,AZ,,31.98506,-111.07127,point,rhenium,rhenium,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-507,ore_site,Unnamed rhenium site 507,AZ,,33.18315,-110.99236,point,rhenium,"rhenium, zinc",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
