asset_id,asset_type,site_name,state,county,latitude,longitude,geometry_precision,primary_material,critical_materials,dominant_raws_profile,asset_status,rank_score,presence_count,production_present_flag,resources_present_flag,total_reported_direct_emissions_mtco2e,iron_and_steel_production_emissions_mtco2e,reporting_year,source_dataset,source_detail
ore-525,ore_site,Unnamed tungsten site 525,CO,,39.99698,-105.43733,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-630,ore_site,Unnamed tungsten site 630,CO,,39.94334,-105.49777,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-649,ore_site,Unnamed tungsten site 649,CO,,39.97744,-105.48461,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-650,ore_site,Unnamed tungsten site 650,CO,,39.97127,-105.48327,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-255,ore_site,Unnamed vanadium site 255,CO,,37.71279,-107.89786,point,vanadium,vanadium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-522,ore_site,Unnamed vanadium site 522,CO,,39.66581,-107.68733,point,vanadium,vanadium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-564,ore_site,Unnamed vanadium site 564,CO,,40.11386,-107.66038,point,vanadium,vanadium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-576,ore_site,Unnamed vanadium site 576,CO,,38.04972,-108.85778,point,vanadium,vanadium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-599,ore_site,Unnamed vanadium site 599,CO,,38.0719,-108.80487,point,vanadium,vanadium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-620,ore_site,Unnamed vanadium site 620,CO,,38.66428,-108.90446,point,vanadium,vanadium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-663,ore_site,Unnamed vanadium site 663,CO,,38.16962,-108.56347,point,vanadium,vanadium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-666,ore_site,Unnamed vanadium site 666,CO,,38.64258,-109.04839,point,vanadium,vanadium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-669,ore_site,Unnamed vanadium site 669,CO,,38.05211,-108.75894,point,vanadium,vanadium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-239,ore_site,Unnamed zinc site 239,CO,,39.53332,-106.377,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-24,ore_site,Unnamed zinc site 24,CO,,39.17832,-106.8234,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-348,ore_site,Unnamed zinc site 348,CO,,39.23388,-106.76006,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-541,ore_site,Unnamed zinc site 541,CO,,37.85665,-106.93612,point,zinc,zinc,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-560,ore_site,Unnamed zinc site 560,CO,,39.22809,-106.17561,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-659,ore_site,Unnamed zinc site 659,CO,,39.4836,-106.01532,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-549,ore_site,Unnamed beryllium site 549,CT,,41.45079,-72.51312,point,beryllium,beryllium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-256,ore_site,Unnamed REE site 256,FL,,29.9072,-81.73379,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-316,ore_site,Unnamed REE site 316,FL,,30.30303,-81.56256,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-492,ore_site,Unnamed REE site 492,FL,,30.22395,-81.3727,point,REE,REE,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-624,ore_site,Unnamed REE site 624,FL,,30.16496,-82.04738,point,REE,"REE, titanium, zirconium",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-684,ore_site,Unnamed REE site 684,FL,,30.66667,-81.56667,point,REE,"REE, titanium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-92,ore_site,Unnamed REE site 92,FL,,30.74103,-81.98456,point,REE,"REE, titanium, zirconium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-10,ore_site,Unnamed titanium site 10,FL,,30.61695,-81.44983,point,titanium,"titanium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-105,ore_site,Unnamed REE site 105,GA,,31.31667,-81.46667,point,REE,REE,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-176,ore_site,Unnamed REE site 176,GA,,30.84653,-81.42642,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-222,ore_site,Unnamed REE site 222,GA,,30.88175,-81.98046,point,REE,"REE, titanium, zirconium",Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-610,ore_site,Unnamed aluminum site 610,GA,,32.18268,-84.08131,point,aluminum,aluminum,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-120,ore_site,Unnamed heavy minerals site 120,GA,,30.9252,-81.5972,point,heavy minerals,"heavy minerals, titanium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-407,ore_site,Unnamed titanium site 407,GA,,31.0715,-81.96367,point,titanium,"titanium, zirconium",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-324,ore_site,Unnamed aluminum site 324,HI,,22.07404,-159.50228,point,aluminum,"aluminum, titanium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-123,ore_site,Unnamed REE site 123,ID,,42.72755,-111.37263,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-189,ore_site,Unnamed REE site 189,ID,,45.32748,-113.94673,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-232,ore_site,Unnamed REE site 232,ID,,43.0485,-112.1119,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-276,ore_site,Unnamed REE site 276,ID,,42.8762,-111.4732,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-295,ore_site,Unnamed REE site 295,ID,,42.70217,-111.25382,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-356,ore_site,Unnamed REE site 356,ID,,44.47657,-115.9884,point,REE,REE,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-386,ore_site,Unnamed REE site 386,ID,,42.7634,-111.3089,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-412,ore_site,Unnamed REE site 412,ID,,44.90378,-115.2674,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-421,ore_site,Unnamed REE site 421,ID,,42.6393,-111.2855,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-439,ore_site,Unnamed REE site 439,ID,,42.905,-111.5082,point,REE,"REE, vanadium",Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-471,ore_site,Unnamed REE site 471,ID,,44.50877,-115.97737,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-577,ore_site,Unnamed REE site 577,ID,,42.6968,-111.1319,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-623,ore_site,Unnamed REE site 623,ID,,42.73333,-111.4166,point,REE,REE,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-65,ore_site,Unnamed REE site 65,ID,,42.7907,-111.5244,point,REE,REE,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-277,ore_site,Unnamed antimony site 277,ID,,43.85958,-115.34454,point,antimony,antimony,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-679,ore_site,Unnamed antimony site 679,ID,,44.9284,-115.3354,point,antimony,"antimony, tungsten",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-680,ore_site,Unnamed antimony site 680,ID,,44.8981,-115.3384,point,antimony,"antimony, tungsten",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-681,ore_site,Unnamed antimony site 681,ID,,44.9318,-115.3188,point,antimony,antimony,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-290,ore_site,Unnamed arsenic site 290,ID,,48.16657,-116.17545,point,arsenic,"arsenic, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-598,ore_site,Unnamed barite site 598,ID,,43.54879,-114.48981,point,barite,barite,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-425,ore_site,Unnamed beryllium site 425,ID,,46.88956,-116.57933,point,beryllium,beryllium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-297,ore_site,Unnamed cobalt site 297,ID,,45.13384,-114.35805,point,cobalt,cobalt,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-305,ore_site,Unnamed cobalt site 305,ID,,44.9627,-114.1218,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-506,ore_site,Unnamed cobalt site 506,ID,,45.14378,-114.35994,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-538,ore_site,Unnamed cobalt site 538,ID,,45.29972,-114.55751,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-600,ore_site,Unnamed cobalt site 600,ID,,45.134,-114.36366,point,cobalt,cobalt,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-64,ore_site,Unnamed cobalt site 64,ID,,45.11736,-114.34256,point,cobalt,cobalt,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-66,ore_site,Unnamed cobalt site 66,ID,,45.04685,-114.2038,point,cobalt,cobalt,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-236,ore_site,Unnamed fluorspar site 236,ID,,44.24988,-114.85673,point,fluorspar,fluorspar,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-328,ore_site,Unnamed fluorspar site 328,ID,,44.44519,-114.32842,point,fluorspar,fluorspar,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-338,ore_site,Unnamed fluorspar site 338,ID,,44.4862,-114.3347,point,fluorspar,fluorspar,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-396,ore_site,Unnamed fluorspar site 396,ID,,44.85318,-114.5005,point,fluorspar,fluorspar,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-457,ore_site,Unnamed fluorspar site 457,ID,,44.4111,-114.3197,point,fluorspar,fluorspar,Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-466,ore_site,Unnamed fluorspar site 466,ID,,42.19323,-111.4375,point,fluorspar,"fluorspar, REE, vanadium",Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-51,ore_site,Unnamed fluorspar site 51,ID,,44.85488,-114.50403,point,fluorspar,fluorspar,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-42,ore_site,Unnamed niobium site 42,ID,,44.37071,-115.40178,point,niobium,"niobium, REE, tantalum",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-177,ore_site,Unnamed rhenium site 177,ID,,44.03394,-115.78297,point,rhenium,"rhenium, tungsten",Ore Site,Past producer+CM resources,2,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-611,ore_site,Unnamed rhenium site 611,ID,,44.31924,-114.55675,point,rhenium,"rhenium, tungsten",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-299,ore_site,Unnamed tungsten site 299,ID,,44.53288,-113.69269,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-631,ore_site,Unnamed tungsten site 631,ID,,44.33391,-114.58608,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-112,ore_site,Unnamed zinc site 112,ID,,47.53377,-116.13913,point,zinc,zinc,Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-211,ore_site,Unnamed zinc site 211,ID,,43.89197,-113.66932,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-264,ore_site,Unnamed zinc site 264,ID,,44.31989,-114.56593,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-289,ore_site,Unnamed zinc site 289,ID,,44.1711,-114.6333,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-366,ore_site,Unnamed zinc site 366,ID,,47.47056,-115.7833,point,zinc,zinc,Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-580,ore_site,Unnamed zinc site 580,ID,,42.73704,-116.9189,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-590,ore_site,Unnamed zinc site 590,ID,,47.49379,-115.8182,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-626,ore_site,Unnamed zinc site 626,ID,,43.645,-114.2603,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-97,ore_site,Unnamed zinc site 97,ID,,47.5274,-116.17597,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-280,ore_site,Unnamed barite site 280,IL,,37.53364,-88.36825,point,barite,"barite, fluorspar, niobium, REE",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-39,ore_site,Unnamed barite site 39,IL,,37.44867,-88.42974,point,barite,"barite, fluorspar",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-15,ore_site,Unnamed fluorspar site 15,IL,,37.5767,-88.1995,point,fluorspar,"fluorspar, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-182,ore_site,Unnamed fluorspar site 182,IL,,37.5205,-88.1992,point,fluorspar,"fluorspar, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-318,ore_site,Unnamed fluorspar site 318,IL,,37.46477,-88.41194,point,fluorspar,fluorspar,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-528,ore_site,Unnamed fluorspar site 528,IL,,37.57367,-88.40974,point,fluorspar,"fluorspar, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-529,ore_site,Unnamed fluorspar site 529,IL,,37.42535,-88.34837,point,fluorspar,fluorspar,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-228,ore_site,Unnamed zinc site 228,KS,,37.06677,-94.61693,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-197,ore_site,Unnamed fluorspar site 197,KY,,37.27147,-88.24063,point,fluorspar,fluorspar,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-333,ore_site,Unnamed fluorspar site 333,KY,,37.21947,-88.32924,point,fluorspar,fluorspar,Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-114,ore_site,Unnamed zinc site 114,KY,,36.77508,-85.33494,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-224,ore_site,Unnamed zinc site 224,KY,,36.70428,-85.94306,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-517,ore_site,Unnamed chromium site 517,MD,,39.6119,-76.455,point,chromium,chromium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-190,ore_site,Unnamed titanium site 190,MD,,39.70002,-76.383,point,titanium,titanium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-34,ore_site,Unnamed arsenic site 34,ME,,46.73457,-68.74477,point,arsenic,"arsenic, zinc",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-61,ore_site,Unnamed beryllium site 61,ME,,44.58556,-70.64633,point,beryllium,"beryllium, lithium, tin",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-323,ore_site,Unnamed cobalt site 323,ME,,45.44328,-69.19437,point,cobalt,"cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-336,ore_site,Unnamed cobalt site 336,ME,,44.17167,-69.27481,point,cobalt,"cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-639,ore_site,Unnamed cobalt site 639,ME,,44.19859,-69.24103,point,cobalt,"cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-656,ore_site,Unnamed cobalt site 656,ME,,44.17517,-69.25614,point,cobalt,"cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-491,ore_site,Unnamed lithium site 491,ME,,44.53716,-70.73913,point,lithium,lithium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-194,ore_site,Unnamed manganese site 194,ME,,46.68154,-68.19122,point,manganese,manganese,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-233,ore_site,Unnamed manganese site 233,ME,,46.95979,-68.09503,point,manganese,manganese,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-378,ore_site,Unnamed manganese site 378,ME,,46.39322,-68.0316,point,manganese,manganese,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-271,ore_site,Unnamed nickel site 271,ME,,44.20792,-69.23719,point,nickel,nickel,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-432,ore_site,Unnamed tin site 432,ME,,44.54444,-70.72111,point,tin,tin,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-125,ore_site,Unnamed zinc site 125,ME,,44.36662,-68.68269,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-326,ore_site,Unnamed zinc site 326,ME,,44.39516,-68.61328,point,zinc,zinc,Ore Site,CM-past producer,1,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-416,ore_site,Unnamed zinc site 416,ME,,46.134,-68.445,point,zinc,zinc,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-195,ore_site,Unnamed cobalt site 195,MI,,46.7464,-87.8848,point,cobalt,"cobalt, nickel, PGE",Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
ore-279,ore_site,Unnamed potash site 279,MI,,43.8339,-85.3543,point,potash,potash,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT
