state,county,plant_count,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,dominant_primary_fuel_code
NY,Yates,6,6,135.6,128.1,129.9,SUN
OH,Allen,1,0,0,0,0,
OH,Ashtabula,2,12,30.1,27.4,32.6,NG
OH,Auglaize,5,6,49.5,46.9,46.9,SUN
OH,Brown,2,4,204.8,204.5,204.5,LFG
OH,Butler,8,25,2084.3,1727.2,2031.1,NG
OH,Carroll,2,3,832.3,714.6,760.4,NG
OH,Champaign,2,1,144,144,144,SUN
OH,Clark,1,1,1.5,1.5,1.1,SUN
OH,Clermont,2,3,84,84,84,SUN
OH,Clinton,2,1,10,5,5,MWH
OH,Columbiana,1,4,1210.4,1210.4,1210.4,NG
OH,Crawford,3,5,54.9,43.4,54.9,DFO
OH,Cuyahoga,12,19,171,168.2,164.8,DFO
OH,Darke,5,11,247.7,207.7,247.7,SUN
OH,Defiance,3,12,453.6,373.5,436.5,WAT
OH,Delaware,1,2,5.2,5.2,5.2,WAT
OH,Erie,2,2,2.4,2.4,2.4,LFG
OH,Fairfield,1,0,0,0,0,
OH,Franklin,8,6,9.1,7.9,7.9,DFO
OH,Fulton,3,3,114.2,114.2,114.2,SUN
OH,Gallia,2,7,3686.5,3684.8,3712.7,BIT
OH,Greene,2,1,1.8,1.8,1.8,SUN
OH,Guernsey,1,3,2055,1782,1875,NG
OH,Hamilton,6,16,1243.7,1139.65,1162.5,DFO
OH,Hancock,8,14,20.2,20.2,20.2,WND
OH,Hardin,5,5,369,368.7,368.7,SUN
OH,Harrison,1,0,0,0,0,
OH,Henry,7,9,69.2,57.3,68.8,SUN
OH,Highland,4,4,550,550,550,SUN
OH,Huron,3,2,5.9,5.7,5.7,DFO
OH,Jackson,1,0,0,0,0,
OH,Jefferson,2,3,1880.4,1790,1810,BIT
OH,Lake,2,6,1367.1,1288.8,1316.8,BIT
OH,Lawrence,1,6,1429.8,1365,1426,NG
OH,Licking,1,1,1.9,1.9,1.9,SUN
OH,Logan,2,2,253.2,253.2,253.2,WND
OH,Lorain,5,18,577.1,521.9,554.6,NG
OH,Lucas,9,19,1286.2,1036.9,1152.8,SUN
OH,Madison,5,4,957.2,957.2,957.2,SUN
OH,Mahoning,3,5,4,4,4,LFG
OH,Marion,4,6,14.1,14.1,14.1,NG
OH,Medina,6,13,35.9,35.9,35.9,DFO
OH,Meigs,2,2,47.4,20,26,WAT
OH,Mercer,1,1,4,4,4,SUN
OH,Miami,3,4,50.7,50.9,50.9,SUN
OH,Monroe,2,7,529.7,492.8,492.8,DFO
OH,Montgomery,5,25,853.3,772.6,944.6,NG
OH,Morgan,2,0,0,0,0,
OH,Muskingum,2,3,678.3,540,625,NG
OH,Ottawa,3,4,931.2,900,914,NUC
OH,Paulding,8,13,493.6,488.6,488.6,WND
OH,Perry,1,7,5.6,5.6,5.6,LFG
OH,Pickaway,3,6,564,480,540,NG
OH,Portage,1,2,13.2,11.8,13.3,NG
OH,Putnam,4,3,54.9,54.9,54.9,SUN
OH,Richland,7,9,13.8,13.8,13.8,DFO
OH,Ross,5,6,416.7,356.4,359.6,SUN
OH,Sandusky,5,9,759.5,705.1,703,NG
OH,Scioto,2,4,137.2,104.2,104.2,WAT
OH,Seneca,1,1,3.5,3.5,3.5,NG
OH,Shelby,3,7,16.9,16.9,16.9,DFO
OH,Stark,2,1,1.9,1.9,1.9,SUN
OH,Summit,4,13,20,20,20,OBG
OH,Trumbull,8,12,1016,909.7,994.8,SUN
OH,Tuscarawas,2,10,60.4,51.7,51.7,BIT
OH,Union,3,1,325,325,325,SUN
OH,Van Wert,5,5,903.2,747.5,846.5,WND
OH,Vinton,1,5,977.5,925,1045,NG
OH,Washington,7,7,1636.5,1527,1646,NG
OH,Wayne,4,10,94.7,88.7,88.7,SUN
OH,Williams,7,20,85.6,75.5,89.1,DFO
OH,Wood,10,15,920.8,817.7,911.61,NG
OH,Wyandot,3,3,12.8,12.8,12.8,SUN
OK,Beaver,4,4,797.7,797.7,797.7,WND
OK,Bryan,2,2,10,10,10,SUN
OK,Caddo,12,23,2113.1,2021.8,2039.8,WND
OK,Canadian,4,13,895.7,831.7,831.7,WND
OK,Cherokee,1,4,44.8,49.3,49.3,WAT
OK,Choctaw,2,1,446,440,440,SUB
OK,Cleveland,2,6,20.6,20.6,20.6,SUN
OK,Coal,3,25,62.5,56.48,51.1,NG
OK,Comanche,4,6,519.7,462.7,471.7,WND
OK,Custer,2,3,1146,1146,1146,WND
OK,Dewey,6,5,854.1,854.1,854.1,WND
OK,Ellis,2,2,475,475,475,WND
OK,Garfield,8,7,1154.3,1154.3,1154.3,WND
OK,Grady,7,6,421.1,421.1,421.1,WND
OK,Grant,2,2,299,297,297,WND
OK,Greer,1,4,6.7,5.4,5.4,NG
OK,Harper,4,5,237.4,237.4,237.4,WND
OK,Haskell,1,3,90,95,95,WAT
OK,Hughes,2,3,7.5,6.73,6.07,NG
OK,Johnston,1,1,303.5,303.5,303.5,WND
OK,Kay,11,10,1358.4,1323.5,1323.5,WND
OK,Kingfisher,3,7,606.4,606,606,WND
OK,Kiowa,3,2,268.8,268.8,268.8,SUN
OK,Le Flore,1,2,350,321,321,SUB
OK,Logan,2,5,547.5,495,557,WND
OK,Love,1,1,3,3,3,SUN
OK,Major,1,1,288,288,288,WND
OK,Mayes,12,26,2781.6,2330,2416,WAT
OK,McClain,1,3,551.3,486.7,486.7,NG
OK,McCurtain,2,3,168,172.8,172.8,WAT
OK,Murray,6,5,512,513.3,513.3,WND
OK,Muskogee,3,9,1905,1652.5,1656.4,NG
OK,Noble,3,3,1435.8,1335.8,1335.8,SUB
OK,Okfuskee,1,3,110,110,136,NG
OK,Oklahoma,4,16,2431,1871.76,1871.76,NG
OK,Osage,3,7,162.6,160,160,WND
OK,Payne,5,14,81,77,77,NG
OK,Pittsburg,2,8,1375,1217.49,1404.04,NG
OK,Pontotoc,2,1,5,5,5,SUN
OK,Pushmataha,1,1,100,100,100,WND
OK,Roger Mills,3,4,453.1,453.1,453.1,WND
OK,Rogers,1,6,1477.5,1342,1389,NG
OK,Seminole,1,3,1701,1521.5,1521.5,NG
OK,Sequoyah,2,6,149,147.6,147.6,WAT
OK,Stephens,1,1,249.9,249.9,249.9,WND
OK,Texas,4,2,201,201,201,WND
OK,Tulsa,5,17,2460.6,2278.7,2314.9,NG
OK,Wagoner,1,6,1214,1086.4,1128.2,NG
OK,Washita,2,2,375.7,375.7,375.7,WND
OK,Woods,2,4,202.9,202.9,202.9,WND
OK,Woodward,8,9,1007,1024,1024,WND
OR,Baker,9,12,260.8,281.64,288.45,WND
OR,Benton,3,8,13.3,12.5,13.3,LFG
OR,Clackamas,37,54,270.7,291,294.7,SUN
OR,Clatsop,1,1,30,24,26,BLQ
OR,Columbia,3,22,1319.3,1109.4,1171.8,NG
OR,Crook,4,3,166.3,173.6,173.6,SUN
OR,Deschutes,8,10,51.2,49.4,47.2,SUN
OR,Douglas,14,21,267.8,273.2,273.1,WAT
OR,Gilliam,12,24,1883.7,1873.8,1873.8,WND
OR,Grant,1,1,7.5,7.5,7.5,WDS
OR,Harney,4,4,39.9,39.9,39.9,SUN
OR,Hood River,4,5,7.7,4.6,7.1,WAT
OR,Jackson,14,20,188.3,188.8,188.8,WAT
OR,Jefferson,9,14,532.1,510.7,512.4,WAT
OR,Josephine,2,0,0,0,0,
OR,Klamath,23,23,758.7,723,804.5,SUN
OR,Lake,14,11,125.3,123.4,123.9,SUN
OR,Lane,12,26,313.7,304.2,305.7,WAT
OR,Lincoln,1,1,18.8,13.4,13.4,BLQ
OR,Linn,7,11,243.3,221.6,225.2,WAT
OR,MARION,1,1,13.1,11.5,11.5,MSW
OR,Malheur,14,17,110,94.7,105.5,SUN
OR,Marion,29,29,174.8,177.7,177.7,SUN
OR,Morrow,22,27,1627.7,1495.2,1610.1,WND
OR,Multnomah,6,23,1387.1,1379.3,1379.3,WAT
OR,Polk,8,6,14.7,14.7,13.4,SUN
OR,Sherman,12,28,3426.5,3324,3324,WND
OR,Tillamook,1,1,1,1,1,OBG
OR,Umatilla,16,33,2713.8,2466.1,2517.1,WND
OR,Union,1,1,100.7,100.7,100.7,WND
OR,Wallowa,2,4,412.2,438.1,443.64,WAT
OR,Wasco,7,25,1826.2,1827.7,1827,WAT
OR,Washington,6,6,98.8,98.8,98.8,MWH
OR,Yamhill,14,19,36.5,36.5,36.5,SUN
PA,Adams,7,11,1087.9,997.1,1122.7,DFO
PA,Allegheny,13,24,1124.2,1037.3,1102.6,NG
PA,Armstrong,7,19,2627,2434,2601,WAT
PA,Beaver,9,16,2218.5,2125.6,2223.9,SUN
PA,Berks,10,17,1326,1091.7,1152.5,SUN
PA,Blair,5,5,252.1,250.3,250.3,WND
PA,Bradford,8,22,962.4,854.9,939.9,NG
PA,Bucks,10,28,2027.1,1789.7,2010,DFO
PA,Cambria,10,10,1720.1,1579.2,1598.1,WND
PA,Carbon,5,5,119.5,105.4,105.4,SUN
PA,Centre,5,6,22.5,18.2,23.6,NG
PA,Chester,8,9,63.1,46.1,62,SUN
PA,Clarion,1,3,30,33.2,33.2,WAT
PA,Clearfield,7,9,672,642,635.7,SUN
PA,Clinton,1,0,0,0,0,
PA,Columbia,3,0,0,0,0,
PA,Crawford,2,0,0,0,0,
PA,Cumberland,7,13,72.7,58.6,67,SUN
PA,Dauphin,5,5,1018.5,832.5,858.7,NG
PA,Delaware,5,18,2470.9,2395.4,2473.4,NG
PA,Elk,1,1,54,49,49,BLQ
PA,Erie,3,3,8.7,8.7,8.7,DFO
PA,FAYETTE,1,2,87.6,96.8,98,NG
PA,Fayette,7,10,844.5,798,836.3,SUN
PA,Forest,1,0,0,0,0,
PA,Franklin,13,67,378.1,389.6,390.6,SUN
PA,Fulton,1,1,70,70,70,SUN
PA,Greene,2,1,664.7,621.6,623.7,NG
PA,Huntingdon,2,6,24.5,11.2,24.5,WAT
PA,Indiana,4,11,2572.4,2256.2,2256.2,DFO
PA,Juniata,1,1,20,20,20,SUN
PA,LUZERNE,1,1,44,44.8,50.5,NG
PA,Lackawanna,3,9,1596.8,1439.1,1551.6,NG
PA,Lancaster,15,53,1814.6,1797,1810.2,LFG
PA,Lawrence,3,8,1388.1,1269.3,1332.7,NG
PA,Lebanon,3,6,783.8,766.2,766.2,SUN
PA,Lehigh,3,2,5,5,5,SUN
PA,Luzerne,9,14,4000.2,3855.6,3924.6,NG
PA,Lycoming,7,7,945.4,870.2,981.2,LFG
PA,McKean,1,0,0,0,0,
PA,Mercer,2,1,4.4,4.3,4.2,DFO
PA,Monroe,2,2,22.7,23.1,25.9,SUN
PA,Montgomery,12,26,2473.3,2412.3,2553.2,SUN
PA,Montour,2,2,1757.9,1504,1504,BIT
PA,Northampton,10,25,3852,3742.7,3756.7,NG
PA,Northumberland,5,2,67.3,63,60,SUN
PA,Philadelphia,12,36,557,448.2,550.8,NG
PA,Potter,2,1,90,90,90,WND
PA,Schuylkill,11,26,363.4,335.8,335.5,WC
PA,Snyder,4,9,1270.1,1147.75,1160.96,SUN
PA,Somerset,16,16,446.3,444.7,442.5,WND
PA,Susquehanna,1,5,22,21,21,NG
PA,Tioga,3,3,125.6,122.5,120.6,WND
PA,Union,3,5,12.7,12.1,13.5,NG
PA,Venango,3,6,389.2,350,352.7,NG
PA,Warren,2,4,491,525.4,513.5,WAT
PA,Washington,2,6,4.8,4.8,4.8,LFG
PA,Wayne,2,3,104.5,108.5,108.5,WAT
PA,Westmoreland,4,7,1166.1,968.1,1057.1,SUN
PA,Wyoming,3,9,283,266.7,286.4,NG
PA,York,14,25,6218.2,5601.2,5779.3,SUN
RI,Bristol,4,4,15.7,15.7,15.5,SUN
RI,Kent,17,23,142.9,142.8,142.8,SUN
RI,Newport,9,11,329.3,312.2,331,SUN
RI,Providence,54,78,1841.9,1676.4,1824.7,SUN
RI,Washington,25,32,176,174.6,171.8,SUN
SC,Abbeville,1,1,2.9,2.5,2.5,DFO
SC,Aiken,3,11,854.6,733.9,768.9,WDS
SC,Allendale,6,5,121.1,118.1,118.1,SUN
SC,Anderson,13,28,2133.2,1865.4,2079.2,SUN
SC,Bamberg,1,1,6,6,6,SUN
SC,Barnwell,7,5,41,41,41,SUN
SC,Beaufort,6,13,229.4,195.5,211.5,SUN
SC,Berkeley,8,18,3417,3217,3227,WAT
SC,Calhoun,6,9,906.9,811.4,905.6,SUN
SC,Charleston,2,3,177.3,126,141,NG
SC,Cherokee,7,25,1929.9,1544.09,1754.11,WAT
SC,Chester,3,12,99.3,105,105,WAT
SC,Chesterfield,3,2,77,77,77,SUN
SC,Clarendon,4,4,8,8,8,SUN
SC,Colleton,3,1,2.5,2.5,2,SUN
SC,Darlington,23,18,1162.4,1066.8,1134.7,SUN
SC,Dillon,4,2,15,15,15,SUN
SC,Dorchester,1,1,22.5,19.5,19.5,WDS
SC,Fairfield,5,15,1631.8,1568.2,1590.3,WAT
SC,Florence,10,12,128.8,123.8,123.8,SUN
SC,GREENVILLE,1,4,4.1,4.1,4.1,DFO
SC,Georgetown,7,8,1372.7,1221.4,1242.4,LFG
SC,Greenville,6,9,8.8,8.8,8.8,WAT
SC,Greenwood,6,4,7.5,7.5,7.5,SUN
SC,Hampton,4,4,48.8,48.8,48.8,SUN
SC,Horry,7,11,174.3,134.9,146.9,SUN
SC,Jasper,5,7,1157.6,984.4,1050.4,SUN
SC,Kershaw,2,6,109.5,91.5,92,NG
SC,Lancaster,2,4,48,48,48,WAT
SC,Laurens,2,2,6.2,6,6,WAT
SC,Lee,10,12,35.2,34.6,34.6,SUN
SC,Lexington,12,16,708.2,655.8,655.2,SUN
SC,Marion,6,3,10.9,10.9,10.9,SUN
SC,Marlboro,3,3,63.1,45.1,48.9,SUN
SC,McCormick,1,7,361.9,336,336,WAT
SC,NOT IN FILE,3,0,0,0,0,
SC,Newberry,1,1,3.3,3.5,3.5,SUN
SC,Oconee,4,13,4359.6,4245.5,4309.5,DFO
SC,Orangeburg,14,13,716.2,709.8,712,SUN
SC,Pickens,5,8,950.5,949.2,952.7,NG
SC,Richland,6,18,1031.7,922.7,932.7,DFO
SC,Saluda,4,3,85.1,85.1,85.1,SUN
SC,Spartanburg,18,22,61,60,60,SUN
SC,Sumter,1,0,0,0,0,
SC,Union,6,18,51.4,50,50.2,DFO
SC,Williamsburg,3,2,20,20,20,SUN
SC,York,4,8,2476,2375.2,2443.6,DFO
SD,Aurora,1,1,20,20,20,WND
SD,Beadle,3,6,69,55.2,55.2,NG
SD,Bon Homme,1,1,80,80,80,WND
SD,Brookings,5,5,681.8,652.8,657.8,WND
SD,Brown,2,4,327.4,242.5,276,NG
SD,Brule,2,1,20,20,20,WND
SD,Buffalo,1,8,538.3,520,520,WAT
SD,Butte,1,1,105,103.5,103.5,WND
SD,Campbell,1,1,94.3,94.3,94.3,WND
SD,Charles Mix,1,8,320,360,360,WAT
SD,Clark,3,3,222.2,222.1,222.2,WND
SD,Clay,1,2,135,95,120,DFO
SD,Codington,3,3,468.2,437.3,447.3,WND
SD,Davison,1,1,3.9,3.9,3.9,NG
SD,Day,2,1,99,99,99,WND
SD,Deuel,3,3,803,696.69,742.79,WND
SD,Fall River,1,1,80,80,80,SUN
SD,Faulk,1,1,2.7,2.5,2.5,DFO
SD,Grant,5,8,914.8,932.28,946.29,WND
SD,Hand,2,3,225.8,225.8,225.8,WND
SD,Hughes,2,8,787.1,715,715,WAT
SD,Hyde,5,3,490.7,490.7,490.7,WND
SD,Jerauld,2,4,213,223,223,WND
SD,Kingsbury,1,1,24.1,18.85,24.35,DFO
SD,Lawrence,1,2,4,4,3,WAT
SD,Lincoln,1,1,3.6,3.6,3.6,NG
SD,Minnehaha,2,3,405.7,343,401,NG
SD,Pennington,3,11,278,240,276,DFO
SD,Spink,1,0,0,0,0,
SD,Stanley,1,3,6,6,6,DFO
SD,Turner,1,1,5.4,5.4,5.4,WDS
SD,Yankton,2,5,233.4,233.5,233.5,WND
TN,Anderson,5,10,138,133.9,116.5,WND
TN,Bedford,1,1,35,35,35,SUN
TN,Benton,2,3,4.8,4.8,4.8,LFG
TN,Blount,5,6,206.4,207,207,WAT
TN,Carroll,1,0,0,0,0,
TN,Carter,2,6,68.2,78.1,76.7,WAT
TN,Clay,1,3,54,62.1,62.1,WAT
TN,Cumberland,1,0,0,0,0,
TN,Davidson,4,6,52.8,52.95,55.47,NG
TN,DeKalb,1,3,140,154,154,WAT
TN,Dickson,1,3,36,41.4,41.4,WAT
TN,Fayette,4,3,33.3,33.3,33.3,SUN
TN,Franklin,2,2,45.7,40.2,36.7,WAT
TN,Gibson,3,0,0,0,0,
TN,Greene,3,2,9.6,9.6,9.6,SUN
TN,Hamilton,5,14,4324.3,4045.1,4076.4,SUN
TN,Hancock,1,11,22,19.8,19.8,DFO
TN,Hardeman,3,2,18.3,18.3,18.3,SUN
TN,Hardin,2,8,312.5,316.8,292.1,WDS
TN,Hawkins,1,4,996.9,878,940,NG
TN,Haywood,6,21,2092.4,1870.2,2259.8,NG
TN,Henderson,1,0,0,0,0,
TN,Henry,2,1,6.8,6.8,6.8,SUN
TN,Hickman,1,0,0,0,0,
TN,Humphreys,1,20,1426,1044.8,1372,NG
TN,Jefferson,2,5,137,143.6,137.6,WAT
TN,Knox,1,1,5,4.5,4.7,NG
TN,Lake,1,0,0,0,0,
TN,Lauderdale,1,0,0,0,0,
TN,Lincoln,1,1,150,150,150,SUN
TN,Loudon,3,8,286.7,299.4,302.5,WAT
TN,Madison,4,3,87,87,87,SUN
TN,Marion,1,4,103.9,105.6,108,WAT
TN,McMinn,1,0,0,0,0,
TN,McNairy,5,4,55.6,55.6,55.6,SUN
TN,Monroe,1,0,0,0,0,
TN,Montgomery,3,4,9.8,9.6,9.6,SUN
TN,Moore,1,0,0,0,0,
TN,Obion,1,1,100,108,100,SUN
TN,Overton,1,0,0,0,0,
TN,Polk,4,10,164.4,158.4,158.4,WAT
TN,Rhea,3,7,2714.4,2441.4,2527.3,WAT
TN,Roane,1,9,1700,1147,1175,SUB
TN,Rutherford,3,1,5,5,5,NG
TN,Sequatchie,2,1,1.3,1.3,1.3,SUN
TN,Sevier,1,4,150.8,177.9,111.2,WAT
TN,Shelby,7,26,1847.3,1534.9,1744.9,SUN
TN,Smith,1,3,99.9,106,106,WAT
TN,Stewart,1,2,2600,2470,2522,BIT
TN,Sullivan,5,26,448.1,439.3,415.8,WAT
TN,Sumner,2,16,2022.1,1671.3,1833.3,NG
TN,Warren,2,14,57.7,57,57.2,WAT
TN,Washington,4,5,20.2,20.2,20.2,SUN
TN,Wayne,1,0,0,0,0,
TN,Weakley,1,3,567.8,360,360,NG
TX,Anderson,1,0,0,0,0,
TX,Andrews,9,51,1297.7,1293.2,1297.7,DFO
TX,Angelina,5,2,19.8,19.8,19.8,MWH
TX,Archer,3,2,228.6,228.6,228.6,WND
TX,Armstrong,1,1,265.5,265.5,265.5,WND
TX,Atascosa,4,1,410,391,391,LIG
TX,Austin,5,2,11.2,11.2,11.2,SUN
TX,Bailey,2,1,148.4,148.4,148.4,WND
TX,Bandera,1,0,0,0,0,
TX,Bastrop,5,9,1850.7,1692,1770,NG
TX,Baylor,3,4,380.8,380.8,380.8,WND
TX,Bee,6,4,808.5,808.5,808.5,WND
TX,Bell,20,45,2254.1,2188.8,2188.8,NG
TX,Bexar,33,55,4458.2,4061.5,4092.5,SUN
TX,Borden,9,9,1478.6,1478.6,1478.6,WND
TX,Bosque,10,11,1029.7,985.9,1023.9,SUN
TX,Brazoria,49,71,4454.5,3701.1,4038.9,NG
TX,Brazos,4,30,279.9,278.2,281.9,NG
TX,Brewster,2,2,123.2,113,113,MWH
TX,Briscoe,2,2,350,350,350,WND
TX,Brooks,2,2,19.9,19.4,17.2,SUN
TX,Brown,2,1,320,320,320,SUN
TX,Burnet,4,5,108.6,107.4,107.4,WAT
TX,Caldwell,1,0,0,0,0,
TX,Calhoun,8,30,1785,1607.6,1762,NG
TX,Callahan,4,4,675.9,675.9,675.9,WND
TX,Cameron,22,83,1411.4,1372.6,1391.6,WND
TX,Carson,11,9,1211.5,1211.5,1211.5,WND
TX,Cass,1,2,65,65,65,BLQ
TX,Castro,4,1,276,276,276,WND
TX,Chambers,9,19,3035.3,2881.5,2878,NG
TX,Cherokee,1,7,713.4,679,679,DFO
TX,Childress,3,1,240,240,240,SUN
TX,Clay,2,1,204,204,204,WND
TX,Cochran,2,1,150,150,150,WND
TX,Coke,4,5,526.8,526.8,526.8,WND
TX,Coleman,1,0,0,0,0,
TX,Collin,13,22,574,539.5,543.1,NG
TX,Colorado,1,6,51,49.8,50.4,NG
TX,Comal,3,5,217.1,209.2,209.2,WAT
TX,Comanche,2,1,200.1,200.1,200.1,WND
TX,Concho,5,4,1000,1000,1000,WND
TX,Cooke,6,5,477.6,477,477,WND
TX,Crane,4,3,503,503,503,MWH
TX,Crockett,4,3,1024.5,1024.5,1024.5,WND
TX,Crosby,6,4,367.3,367,367,WND
TX,Culberson,4,4,481.9,474.7,474.7,SUN
TX,Dallas,23,40,1807.6,1750.6,1749.4,NG
TX,Dawson,4,4,463.5,461.5,461.5,SUN
TX,Deaf Smith,6,3,709.8,709.8,709.8,WND
TX,Delta,2,0,0,0,0,
TX,Denton,13,27,1110.1,1104.8,1104.8,SUN
TX,Dickens,4,2,350,350,350,MWH
TX,Dimmit,3,2,209.9,209.9,209.9,MWH
TX,Donley,1,1,174,174,174,WND
TX,Eastland,6,4,582.4,559.5,559.5,MWH
TX,Ector,19,70,2495.3,2262.8,2504.1,NG
TX,El Paso,13,26,1764.7,1381.6,1443.2,NG
TX,Ellis,9,10,2366.7,2194.2,2317.6,SUN
TX,Erath,4,3,163.2,163.2,163.2,WND
TX,Falls,5,4,490.6,491.8,491.8,SUN
TX,Fannin,5,3,216.6,216.1,216.1,SUN
TX,Fayette,3,7,1932,1791,1820,SUB
TX,Fisher,4,3,508.9,508.9,508.9,WND
TX,Floyd,5,5,761.4,758.6,758.6,WND
TX,Foard,2,1,352.8,350.3,350.3,WND
TX,Fort Bend,27,111,6610.6,5954.6,6062,NG
TX,Franklin,4,1,250,250,250,SUN
TX,Freestone,7,6,1036,1032,1095.2,NG
TX,Frio,5,26,534,531.6,531.6,SUN
TX,Gaines,1,0,0,0,0,
TX,Galveston,23,56,2632.3,2074,2219,NG
TX,Glasscock,9,6,743,752.2,752.2,WND
TX,Goliad,6,1,622.4,655,655,SUB
TX,Gonzales,2,2,4.8,4.8,4.8,WAT
TX,Gray,2,0,0,0,0,
TX,Grayson,8,12,929,806.5,885.5,SUN
TX,Gregg,1,1,351,342,348,NG
TX,Grimes,4,6,1091.3,1011.6,1077.6,MWH
TX,Guadalupe,9,19,2280.8,2014.12,2163.12,WAT
TX,Hale,4,23,1444.8,1073.1,1080.4,NG
TX,Hamilton,1,1,100,100,100,SUN
TX,Hansford,5,4,1240.8,1240.8,1240.8,WND
TX,Hardeman,5,1,200.2,200.2,200.2,WND
TX,Hardin,3,2,173,141.6,176.5,NG
TX,Harris,87,314,10098.3,8484.6,9273.6,NG
TX,Harrison,5,7,1042.7,936.6,1020.2,NG
TX,Haskell,15,7,1381.2,1381.2,1381.2,WND
TX,Hays,1,4,989,916,1036,NG
TX,Henderson,7,4,253.2,248.9,248.9,MWH
TX,Hidalgo,29,76,2880,2687.9,2792.9,NG
TX,Hill,16,5,651.8,639.3,639.3,SUN
TX,Hood,3,11,2646.3,2393.4,2563,NG
TX,Hopkins,7,2,322.2,322.2,322.2,SUN
TX,Houston,2,0,0,0,0,
TX,Howard,10,9,717.5,710.9,710.9,WND
TX,Hudspeth,1,0,0,0,0,
TX,Hunt,8,10,372.2,366.6,366.6,SUN
TX,Hutchinson,6,6,313.9,275.16,302.7,WND
TX,Irion,1,1,302.4,302.4,302.4,WND
TX,Jack,4,3,380,380,380,WND
TX,Jackson,7,2,221,221,221,MWH
TX,Jasper,3,7,117.7,119.5,120.5,WAT
TX,Jefferson,10,36,1355.1,1203.4,1354,NG
TX,Jim Hogg,2,1,78,78,78,WND
TX,Jim Wells,2,3,1.2,1.2,1.2,NG
TX,Johnson,1,2,282.6,267,278,NG
TX,Jones,7,4,201.2,201.2,201.2,SUN
TX,Karnes,1,1,10,10,10,SUN
TX,Kaufman,4,10,2096.1,1966,2162,NG
TX,Kenedy,7,5,1075.4,1075.4,1075.4,WND
TX,Kent,4,3,482,482,482,SUN
TX,Kimble,2,1,9.9,9.9,9.9,MWH
TX,Kinney,6,4,339.8,339.8,339.8,WND
TX,Kleberg,1,0,0,0,0,
TX,Knox,4,4,954.4,954.4,954.4,WND
TX,La Salle,2,1,9.9,9.9,9.9,MWH
TX,LaSalle,2,0,0,0,0,
TX,Lamar,14,14,2547.7,2412.5,2568.5,SUN
TX,Lamb,2,3,1326.2,1257,1257,NG
TX,Lee,2,0,0,0,0,
TX,Leon,4,0,0,0,0,
TX,Liberty,2,1,109.9,100,100,SUN
TX,Limestone,9,6,2855.1,2665.3,2665.3,WND
TX,Llano,2,6,629.5,570.9,610.9,WAT
TX,Lubbock,6,8,873.5,834.1,866.1,SUN
TX,Lynn,4,3,699.6,699.6,699.6,WND
TX,Madison,3,0,0,0,0,
TX,Marion,1,3,882,883,901,NG
TX,Martin,1,1,120,120,120,WND
TX,Mason,1,1,100,100,100,MWH
TX,Matagorda,10,8,2880.9,2752.3,2832.3,MWH
TX,Maverick,5,8,30.6,27,27,WAT
TX,McCulloch,3,2,340,340,340,WND
TX,McLennan,12,19,1278.6,1203.2,1203.2,SUN
TX,Medina,1,0,0,0,0,
TX,Menard,1,1,7.5,7.5,7.5,SUN
TX,Midland,1,1,140,140,140,WND
TX,Milam,14,3,700,700,700,SUN
TX,Mills,5,4,849.2,849.2,849.2,WND
TX,Mitchell,6,8,686.4,545.5,633.5,WND
TX,Montgomery,8,19,1551,1508.2,1512,NG
TX,Moore,7,6,98.3,98.3,98.3,WND
TX,Morris,2,0,0,0,0,
TX,Motley,1,0,0,0,0,
TX,Nacogdoches,2,1,114,100,100,WDS
TX,Navarro,15,8,985.4,983.4,983.4,SUN
TX,Newton,2,10,1514.6,1218.8,1300.1,NG
TX,Nolan,20,17,2761.9,2770.9,2770.9,WND
TX,Nueces,18,34,3085.1,2717.7,2796.8,NG
TX,Ochiltree,1,1,249.9,249.9,249.9,WND
TX,Oldham,5,5,755.2,755.2,755.2,WND
TX,Orange,5,9,2454.7,2028.7,2092.4,NG
TX,Palo Pinto,2,6,613.5,596.9,624.9,MWH
TX,Parker,2,2,3.2,3.2,3.2,LFG
TX,Parmer,1,1,230.4,230.4,230.4,WND
TX,Pecos,32,26,3225.9,3231.8,3231.8,SUN
TX,Polk,2,4,176.7,174.3,174.3,WAT
TX,Potter,3,6,1554.7,1475,1475,SUB
TX,Presidio,1,1,10,10,10,SUN
TX,Randall,2,3,166.5,166.5,166.5,WND
TX,Reagan,2,1,300,300,300,WND
TX,Real,1,1,1.5,1.5,1.5,SUN
TX,Red River,3,1,300,300,300,SUN
TX,Reeves,13,12,582.7,582.2,582.2,MWH
TX,Refugio,1,1,220,220,220,WND
TX,Roberts,2,1,288.6,288.6,288.6,WND
TX,Robertson,6,5,2194.6,2065,2067,LIG
TX,Runnels,1,0,0,0,0,
TX,Rusk,3,7,3319.2,3236,3376,SUB
TX,San Jacinto,2,2,170,146,170,NG
TX,San Patricio,10,12,2187.1,2026.3,2119.3,WND
TX,San Saba,1,0,0,0,0,
TX,Schleicher,1,1,199.5,199.5,199.5,WND
TX,Scurry,12,16,2250.9,2184.8,2190.8,WND
TX,Shackelford,3,3,565.6,562.3,562.3,WND
TX,Sherman,2,2,20,20,20,WND
TX,Somervell,2,2,2430,2400,2460,NUC
TX,Starr,12,11,1136.7,1134.1,1134.1,WND
