state,county,plant_count,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,dominant_primary_fuel_code
IA,Webster,5,5,360.3,359,359,DFO
IA,Winnebago,7,19,332.5,331.7,331.7,WND
IA,Winneshiek,3,3,5.6,5.6,5.6,SUN
IA,Woodbury,3,3,1284,1161.1,1169,SUB
IA,Worth,7,8,354.9,354.9,354.9,WND
IA,Wright,1,3,5.4,5.4,5.4,DFO
ID,Ada,13,15,203,179.92,152.05,WAT
ID,Adams,1,1,6.2,5.8,6.2,WDS
ID,Bannock,3,4,20.7,19.1,19.3,LFG
ID,Benewah,1,1,6.2,5.8,5.8,WDS
ID,Bingham,1,1,160,160,160,WND
ID,Blaine,2,4,11.8,11.1,11,WAT
ID,Boise,1,2,9.4,9.4,9.4,WAT
ID,Bonner,2,7,307.2,296.6,336.8,WAT
ID,Bonneville,13,13,593.1,589.2,589.2,WAT
ID,Boundary,2,7,42,24.4,42.4,WAT
ID,Butte,1,1,3.6,2.2,1.5,WAT
ID,Canyon,4,3,9.3,9.3,8.2,NG
ID,Caribou,4,8,49.3,49.6,49.6,WAT
ID,Cassia,6,10,134.2,114.99,72.65,WND
ID,Clark,2,1,2.6,2.6,2.6,WAT
ID,Clearwater,2,6,466.2,465.6,401.5,WAT
ID,Elmore,20,24,923.6,917.86,986.13,WND
ID,Franklin,2,4,33.1,29.9,28.5,WAT
ID,Fremont,4,10,24.1,24.5,24.5,WAT
ID,Gem,1,2,10.2,10.2,10.2,WAT
ID,Gooding,13,23,187.5,204.22,166.43,WAT
ID,Idaho,1,1,2.6,2.3,2.3,WAT
ID,Jefferson,1,2,1.8,1.8,1.8,OBG
ID,Jerome,8,19,53.1,53.78,44.28,WAT
ID,Kootenai,4,12,485.6,362.7,481.2,NG
ID,Lemhi,1,2,5,5.58,5.58,DFO
ID,Lincoln,3,3,7,7,5.8,WAT
ID,Madison,1,1,5.6,4.6,5.3,NG
ID,Minidoka,1,4,27.7,27.7,27.7,WAT
ID,Nez Perce,1,4,113.8,54.5,68,BLQ
ID,Owyhee,3,4,102.8,111.78,111.55,WAT
ID,Payette,1,2,318.5,305.43,301.63,NG
ID,Power,6,8,256.6,264.62,214.3,WND
ID,Teton,1,4,7.4,5.9,5.9,WAT
ID,Twin Falls,27,34,533.6,532.87,482.35,WND
ID,Valley,1,2,12.4,13.59,1.62,WAT
ID,Washington,2,5,675,660.89,652.48,WAT
IL,Adams,2,1,1.5,1.5,1.5,SUN
IL,Boone,3,2,4,4,3.6,SUN
IL,Brown,1,1,1.5,1.5,1.5,WND
IL,Bureau,10,15,721.7,721.5,721.5,WND
IL,Carroll,1,1,1.5,1.5,1.5,SUN
IL,Cass,3,1,150,150,150,SUN
IL,Champaign,12,31,122.3,121.3,125.7,SUN
IL,Christian,6,8,1328.7,1121.7,1121.7,SUN
IL,Clark,3,13,187.6,194.5,194.5,DFO
IL,Clay,7,16,726,574,637.8,DFO
IL,Clinton,10,17,39.2,39.3,39.3,SUN
IL,Coles,4,1,200,200,200,SUN
IL,Cook,54,81,1341.1,1224.94,1342.54,NG
IL,DeKalb,13,11,255.5,255.1,254,SUN
IL,DeWitt,4,9,1609.9,1548.9,1577.1,WND
IL,Dekalb,2,2,4,4,4,SUN
IL,Dewitt,2,3,281.2,281.2,281.2,LFG
IL,Douglas,1,1,202,202,202,WND
IL,DuPage,19,16,1104.8,1006.3,1127.8,NG
IL,Edgar,2,0,0,0,0,
IL,Effingham,1,4,7.2,7.2,7.2,DFO
IL,Fayette,3,2,100.8,100.8,100.8,SUN
IL,Ford,3,4,575.3,537.3,545.3,WND
IL,Franklin,1,1,2,2,2,SUN
IL,Fulton,2,1,2,2,2,SUN
IL,Grundy,9,11,3542.3,3216.2,3306,SUN
IL,Hamilton,1,6,9.2,8.4,8.4,DFO
IL,Henderson,1,1,1.4,1.4,1.4,SUN
IL,Henry,6,15,539.1,532.7,532.7,WND
IL,Iroquois,4,3,302.8,302.8,302.8,WND
IL,Jackson,2,2,5.1,4.4,4.4,DFO
IL,Jasper,2,1,617.4,595,615,SUB
IL,Jefferson,1,1,2,2,2,SUN
IL,Jersey,1,1,110,110,110,SUN
IL,Jo Daviess,4,3,5,5,5,SUN
IL,Kane,12,35,473.7,395.7,454.7,NG
IL,Kankakee,18,17,203.6,203.2,204.7,SUN
IL,Kendall,2,9,1258,1142,1262,NG
IL,Knox,6,5,10,10,10,SUN
IL,LaSalle,19,23,2783.1,2707.5,2782.5,SUN
IL,Lake,6,13,724.3,601.3,690.4,NG
IL,Lasalle,4,8,29.3,26.3,26.8,DFO
IL,Lee,11,26,2275.8,2153.1,2218.3,WND
IL,Livingston,10,10,880,875.2,875.2,WND
IL,Logan,5,4,522,522,522,WND
IL,Macon,4,11,404.5,401.7,401.7,BIT
IL,Macoupin,4,2,4,4,4,SUN
IL,Madison,9,14,685.2,584.4,660,SUN
IL,Marion,4,3,272,210,252,NG
IL,Marshall,6,2,95,95,95,WND
IL,Mason,4,2,356,350,350,WND
IL,McDonough,5,12,168.8,168.8,168.8,SUN
IL,McHenry,21,24,74.7,74.1,74.5,SUN
IL,McLean,9,11,790.9,790.9,790.8,WND
IL,Mclean,1,0,0,0,0,
IL,Mercer,1,0,0,0,0,
IL,Monroe,1,13,30.2,28.3,29.1,DFO
IL,Montgomery,3,2,46.2,46.2,46.2,SUN
IL,Morgan,6,6,178,178,178,SUN
IL,Moultrie,1,11,23.7,24.1,24.1,DFO
IL,Ogle,11,25,2493.8,2339.8,2430.5,SUN
IL,Peoria,6,4,24,21,23.8,SUN
IL,Perry,3,10,529,465,509,SUN
IL,Piatt,2,6,684,438,552,NG
IL,Pike,4,2,25.7,21.8,23.7,DFO
IL,Pulaski,1,0,0,0,0,
IL,Putnam,3,2,4,4,4,SUN
IL,Randolph,5,12,1349,1245.7,1273.8,SUN
IL,Richland,1,1,2,2,1.6,SUN
IL,Rock Island,3,13,2705.4,2403.4,2551,NG
IL,STARK,1,1,150,150,150,WND
IL,Saline,1,0,0,0,0,
IL,Sangamon,9,9,1313,1240.5,1268.1,DFO
IL,Scott,1,6,173,164.3,180.8,NG
IL,Shelby,3,11,1185.1,938.2,1035.9,NG
IL,St Clair,9,20,1799.9,1663.9,1663.2,SUN
IL,Stephenson,25,22,246.3,244.5,244.1,SUN
IL,Tazewell,6,7,1890.5,1642.9,1642.9,SUB
IL,Vermilion,9,10,510.6,487.6,505.6,SUN
IL,Warren,1,1,35,35,35,SUN
IL,Washington,1,0,0,0,0,
IL,White,4,9,312.4,312,312,SUN
IL,Whiteside,18,24,47.2,47,47,SUN
IL,Will,35,64,7681.9,6707.9,7227.9,SUN
IL,Williamson,8,10,258.3,269,308.2,SUN
IL,Winnebago,21,19,512.4,571.1,589.9,SUN
IL,Woodford,3,1,200,192.3,192.3,WND
IN,Adams,1,1,2,2.2,2.2,NG
IN,Benton,6,9,1175.2,1175.2,1175.2,WND
IN,Blackford,3,0,0,0,0,
IN,Carroll,1,3,11.8,6,6,WAT
IN,Cass,3,5,19.2,19.2,19.2,SUN
IN,Clark,4,2,6.1,6.1,6.1,SUN
IN,Clay,2,2,9.2,9.2,9.2,SUN
IN,Clinton,1,1,195,195,195,SUN
IN,Daviess,2,2,13.9,13.9,13.1,SUN
IN,DeKalb,2,1,1,1,1,SUN
IN,Dearborn,2,6,1232,1190,1288,NG
IN,Decatur,1,1,1.1,1.1,1.1,SUN
IN,Dekalb,1,1,11,11,11,SUN
IN,Dubois,2,1,2,2,1.6,SUN
IN,Elkhart,5,14,14,12,12.7,LFG
IN,Fayette,1,0,0,0,0,
IN,Floyd,1,0,0,0,0,
IN,Fountain,2,0,0,0,0,
IN,Gibson,3,5,3339.5,3132,3157,BIT
IN,Grant,4,3,6.8,6.8,5.9,SUN
IN,Greene,4,6,248.5,176,198.9,SUN
IN,Hamilton,2,7,284.5,264.8,310.8,NG
IN,Hancock,1,1,2.8,2.8,2.2,SUN
IN,Harrison,1,1,1.1,1.1,1.1,SUN
IN,Hendricks,3,21,24.1,24.1,24.1,SUN
IN,Henry,5,7,337.9,282.4,290.4,SUN
IN,Howard,1,1,5.4,5.4,5.4,SUN
IN,Jackson,1,1,1.1,1.1,1.1,SUN
IN,Jasper,9,10,1378.3,1149.4,1148.5,NG
IN,Jay,6,7,256.4,256.4,256.4,WND
IN,Jefferson,1,6,1303.8,1173,1198.2,BIT
IN,Johnson,4,4,10.1,10.1,10.1,MWH
IN,Knox,3,7,1313.1,997,1086,SGC
IN,LaPorte,2,9,546.4,461.4,461.4,NG
IN,Lake,16,19,1159.7,1033.9,1072.9,SUN
IN,Lawrence,2,7,403.1,237.6,261.6,NG
IN,Madison,10,12,214.7,186,211.5,SUN
IN,Marion,23,38,1514.4,1388.1,1444.4,SUN
IN,Marshall,2,5,14.4,13.9,12.5,SUN
IN,Martin,2,2,22,22,22,MWH
IN,Miami,4,4,17.2,17.2,14.1,SUN
IN,Monroe,1,1,1.1,1.1,1.1,SUN
IN,Montgomery,6,5,27.8,27.8,22.2,SUN
IN,Morgan,1,3,644,673,723,NG
IN,NOT IN FILE,1,0,0,0,0,
IN,Perry,2,2,4.3,4.3,3.4,SUN
IN,Pike,7,7,1353.1,1068.4,1085.9,DFO
IN,Porter,5,7,239.7,230.2,238.2,SUN
IN,Posey,4,3,284.4,238.6,272.5,NG
IN,Pulaski,5,0,0,0,0,
IN,Randolph,6,4,700,700,700,WND
IN,Scott,1,1,7.1,7.1,5.7,SUN
IN,Shelby,2,1,6.1,5.5,6.1,NG
IN,Spencer,3,4,2651.5,2651.5,2649.5,SUN
IN,St Joseph,11,37,1012,946,990,SUN
IN,Starke,2,1,400,400,400,SUN
IN,Sullivan,4,7,1098.4,995.2,1007.2,BIT
IN,Switzerland,1,3,77.7,53.7,53.7,WAT
IN,Tippecanoe,7,15,140.1,132.6,150.1,NG
IN,Tipton,3,2,205.3,205.3,204.2,SUN
IN,Vanderburgh,4,3,5,5,5,SUN
IN,Vermillion,3,15,1876.9,1665,1888,DFO
IN,Vigo,4,5,816.6,696.5,828.1,NG
IN,Wabash,2,1,3.9,3.9,3.9,NG
IN,Warren,1,1,398.6,398.6,398.6,WND
IN,Warrick,4,6,1191.7,954.5,1084,BIT
IN,Wayne,11,13,224.6,215.6,224.1,SUN
IN,Wells,1,4,236,233.1,236,NG
IN,White,16,34,1838.3,1833.4,1833.4,WND
IN,Whitley,2,1,4.3,4.3,3.5,SUN
KS,Allen,2,11,228.6,229.6,229.6,DFO
KS,Anderson,2,8,13.7,11,11,WH
KS,Barber,3,2,94,94,94,WND
KS,Barton,4,10,101,118,118,NG
KS,Bourbon,1,0,0,0,0,
KS,Butler,6,16,223.1,215.6,221.6,NG
KS,Chautauqua,1,1,1,1,1,SUN
KS,Cherokee,1,4,300.2,274,319,NG
KS,Cheyenne,2,5,9.1,9.1,9.1,DFO
KS,Clark,4,8,604.4,603.7,603.7,WND
KS,Clay,1,8,29.9,29.7,29.7,NG
KS,Cloud,2,2,201,201,201,WND
KS,Coffey,5,17,1526.7,1407.1,1485.4,DFO
KS,Comanche,1,1,2,2,2,SUN
KS,Cowley,3,4,40.7,40.1,43,NG
KS,Crawford,4,8,212.8,211.3,211.4,DFO
KS,Decatur,1,2,6,6,6,DFO
KS,Dickinson,3,2,2.6,2.5,2.5,DFO
KS,Douglas,5,20,538.1,507.18,507.28,DFO
KS,Elk,1,1,200,200,200,WND
KS,Ellis,4,15,308,305.9,305.9,WND
KS,Ellsworth,1,1,201,201,201,WND
KS,Finney,4,9,634.6,607.1,612.2,NG
KS,Ford,9,8,1329.8,1329.6,1329.6,WND
KS,Franklin,1,4,19.2,18,18,NG
KS,Geary,1,1,1,1,1,SUN
KS,Gove,1,1,2.7,2.7,2.7,WND
KS,Graham,1,6,6.9,6.2,6.4,DFO
KS,Grant,1,12,120,106.4,106.4,NG
KS,Gray,4,4,507.7,507.7,507.7,WND
KS,Harper,2,3,11.1,11.1,11.1,NG
KS,Harvey,1,1,1,1,1,SUN
KS,Haskell,1,1,249.8,249.8,249.8,WND
KS,Hodgeman,1,1,2.5,2.5,2.5,DFO
KS,Jackson,1,8,21.5,19.4,20.9,DFO
KS,Jefferson,1,1,1,1,1,SUN
KS,Johnson,2,6,447.2,339.8,416.4,NG
KS,Kingman,3,8,617.5,616.4,616.6,WND
KS,Kingsman,1,0,0,0,0,
KS,Kiowa,3,3,117.5,117.5,117.5,WND
KS,Labette,2,1,1,1,1,SUN
KS,Lincoln,3,7,258.1,256.9,256.9,WND
KS,Linn,1,2,1598.9,1426.3,1447.89,SUB
KS,Lyon,4,10,932.3,856.1,947.5,SUN
KS,Marion,2,2,499.9,499.9,499.9,WND
KS,Marshall,2,2,374.4,372.6,372.6,WND
KS,McPherson,3,5,331.4,235.5,290,NG
KS,Meade,1,5,8.2,5.7,5.9,NG
KS,Miami,5,8,118.9,93.5,112.6,DFO
KS,Mitchell,2,8,21.3,18.6,18.6,NG
KS,Montgomery,2,6,100.1,97.1,98.3,NG
KS,Nemaha,2,12,321.8,318.7,318.7,DFO
KS,Neosho,8,22,425.1,397.4,407.4,NG
KS,Ness,1,1,198.6,198.6,198.6,WND
KS,Osage,3,12,16.9,15.5,15.7,NG
KS,Osborne,1,6,7.1,4.6,5.1,DFO
KS,Ottawa,1,5,9.1,8,8,NG
KS,Pawnee,2,6,16.4,16,16,DFO
KS,Phillips,1,1,1.7,0.7,0.7,NG
KS,Pottawatomie,4,13,2176.2,2195,2195,SUB
KS,Pratt,7,10,705.1,688.5,688.5,WND
KS,Reno,4,7,347.3,241.3,293.2,SUN
KS,Republic,2,6,657.7,618.3,618.3,NG
KS,Rice,2,8,23.8,20.2,21.8,NG
KS,Riley,3,1,1.3,1.3,1.3,SUN
KS,Rooks,1,5,8.6,7.3,7.3,NG
KS,Rush,2,6,58.2,58.2,58.2,WND
KS,Russell,3,7,30.7,26.4,30.2,NG
KS,Sedgwick,6,9,389.2,313.7,358.3,SUN
KS,Seward,2,3,68,70.3,70.3,NG
KS,Shawnee,4,9,8.2,8.2,8.2,SUN
KS,Sherman,1,8,18.7,16.1,17.7,NG
KS,Stafford,2,8,11.7,11.7,11.7,DFO
KS,Stanton,2,3,26,26,26,DFO
KS,Stevens,2,7,19.2,17.3,17.3,DFO
KS,Sumner,7,8,199.1,199.3,199.3,DFO
KS,Thomas,5,11,509.1,503,503,WND
KS,Wallace,1,4,3,3,3,NG
KS,Washington,2,9,98.9,88.8,89.1,NG
KS,Wichita,1,1,99,99,99,WND
KS,Wilson,4,4,6,6,6,SUN
KS,Wyandotte,4,10,914.4,707.3,707.3,SUN
KY,,1,0,0,0,0,
KY,Allen,1,0,0,0,0,
KY,Barren,1,1,1,0.9,0.9,LFG
KY,Bell,1,0,0,0,0,
KY,Boone,4,8,779.9,607.6,607.3,SUN
KY,Bourbon,1,6,10.6,10.8,10.8,DFO
KY,Bracken,1,3,105,105,105,WAT
KY,Breckinridge,2,0,0,0,0,
KY,Carroll,1,4,2225.9,1919,1919,BIT
KY,Clark,3,10,1063.5,792.5,997.5,SUN
KY,Estill,3,6,4.1,3.7,3.7,LFG
KY,Fayette,1,2,41.4,24,28,NG
KY,Fleming,1,0,0,0,0,
KY,Garrard,1,1,50,50,50,SUN
KY,Grant,1,1,2.7,2.7,2.7,SUN
KY,Greenup,2,3,2.4,2.4,2.4,LFG
KY,Hancock,3,4,175.9,136.9,147.9,WAT
KY,Hardin,1,3,2.4,2.4,2.4,LFG
KY,Harrison,2,0,0,0,0,
KY,Hart,1,0,0,0,0,
KY,Henderson,2,0,0,0,0,
KY,Hopkins,1,0,0,0,0,
KY,Jefferson,6,16,2488.9,2126.8,2171.8,NG
KY,Kenton,3,3,5.3,5.3,5.3,SUN
KY,Laurel,2,1,70,61,61,WAT
KY,Lawrence,2,6,1430.5,1085,1210,NG
KY,Lee,2,0,0,0,0,
KY,Livingston,1,3,75.9,75.9,75.9,WAT
KY,Logan,1,1,173,173,173,SUN
KY,Lyon,2,4,130,148,148,WAT
KY,Madison,1,0,0,0,0,
KY,Marshall,3,14,933.3,827.1,954,NG
KY,Martin,1,1,111,111,111,SUN
KY,Mason,2,4,1608.5,1346,1346,BIT
KY,McCracken,4,11,1695,1316,1366,NG
KY,Meade,1,0,0,0,0,
KY,Mercer,3,15,1487.9,1361.8,1463.8,WAT
KY,Metcalfe,1,1,55,55,55,SUN
KY,Muhlenberg,2,7,1853.6,1763,1853,NG
KY,Ohio,1,1,509.4,417,417,BIT
KY,Oldham,1,3,624,501,567,NG
KY,Pendleton,1,4,3.2,3.2,3.2,LFG
KY,Perry,2,0,0,0,0,
KY,Pulaski,1,2,344,341,341,BIT
KY,Rowan,1,1,1.4,1.4,1.4,LFG
KY,Russell,1,6,270,300,300,WAT
KY,Scott,1,2,2,2,2,LFG
KY,Shelby,1,1,2.1,1.7,1.7,SUN
KY,Simpson,3,2,6,6,6,SUN
KY,Taylor,1,2,5,3.3,3.4,WDS
KY,Trimble,1,8,2594.1,2179,2327,NG
KY,Washington,1,0,0,0,0,
KY,Webster,3,3,684.8,512,519,NG
KY,Woodford,1,0,0,0,0,
LA,Acadia,5,13,1818.1,1366.8,907.7,NG
LA,Allen,1,1,142.8,125,125,SUN
LA,Ascension,3,6,248,221.6,235.8,NG
LA,Beauregard,1,1,61.5,61.5,61.5,BLQ
LA,Bienville,1,0,0,0,0,
LA,Bolivar,1,0,0,0,0,
LA,Caddo,4,6,977,829,852,NG
LA,Calcasieu,12,34,4015.6,3429.2,3578.1,NG
LA,Concordia,1,8,192,192,192,WAT
LA,DeSoto,3,4,172,117.3,128.5,BLQ
LA,East Baton Rouge,5,14,831.6,689.3,722.4,NG
LA,Evangeline,1,5,922.8,733.6,0,NG
LA,Franklin,1,0,0,0,0,
LA,Iberia,1,1,1,1,1,AB
LA,Iberville,9,16,1959.8,1648.4,1853.4,NG
LA,Jackson,1,3,66.4,66.4,66.4,BLQ
LA,Jefferson,2,8,2448.7,2384.2,2497.1,NG
LA,Lafayette,4,4,201.6,190.6,187.9,NG
LA,Lafourche,2,0,0,0,0,
LA,Lincoln,1,1,7.5,6.4,7.4,NG
LA,Morehouse,2,0,0,0,0,
LA,Morehouse Parish,1,1,98.1,98.1,98.1,SUN
LA,Natchitoches,1,1,78.8,55,62,BLQ
LA,Orleans,8,11,156.1,156.1,156.1,SUN
LA,Ouachita,6,14,1871.5,1570,1786.3,NG
LA,Plaquemines,2,5,23.5,22.2,23.5,NG
LA,Pointe Coupee,5,14,2705.1,2345.5,2405.1,NG
LA,Rapides,3,10,1772.4,1582.6,1603.2,NG
LA,Red River,1,1,20.8,20.5,20.8,WH
LA,Richland,4,1,200,200,200,SUN
LA,St Bernard,4,6,65.7,55.4,54.2,WH
LA,St Charles,6,16,4907,4434.4,4624.7,NG
LA,St James,5,11,138,127.3,132.2,NG
LA,St Landry,2,1,135,135,135,SUN
LA,St Mary,8,6,202.7,169,172.4,WH
LA,Tangipahoa,1,0,0,0,0,
LA,Terrebonne,1,3,78.9,67.5,67.5,NG
LA,Vermilion,1,0,0,0,0,
LA,Washington,4,7,599.1,557.3,608.8,SUN
LA,West Baton Rouge,2,3,57.6,57,57,SUN
LA,West Feliciana,2,2,1048.4,991.5,1007.3,NUC
MA,Barnstable,22,32,1585.4,1539.2,1586.7,SUN
MA,Berkshire,41,52,1016.1,994.7,1019.3,SUN
MA,Bristol,70,82,586.1,520.8,557.4,SUN
MA,Dukes,7,8,16.6,17.1,17.1,SUN
MA,Essex,34,53,1173,989.2,1047.7,SUN
MA,Franklin,33,58,1334,1338.03,1337.23,SUN
MA,Hampden,82,125,1407.2,1233.9,1386.8,SUN
MA,Hampshire,37,56,147.7,143.1,138.2,SUN
MA,Middlesex,60,81,463.8,439.2,451.3,SUN
MA,Nantucket,1,3,22.4,20.5,22.4,DFO
MA,Norfolk,38,59,2489.6,2064.23,2368.97,SUN
MA,Plymouth,79,84,313.7,295.8,295.8,SUN
MA,Suffolk,12,48,268.9,229.1,269.1,DFO
MA,Worcester,184,230,1933.2,1680.5,1800.7,SUN
MD,,2,0,0,0,0,
MD,Allegany,4,1,19.8,19.8,19.8,SUN
MD,Anne Arundel,12,15,2318.2,2137.4,2137.1,SUN
MD,Baltimore,21,20,30.7,31.9,31.2,SUN
MD,Baltimore City,12,18,177.4,150.7,155.4,SUN
MD,Calvert,1,2,1850.4,1745.2,1810,NUC
MD,Caroline,2,2,2,2,2,MWH
MD,Carroll,4,3,16.2,16.2,16.2,SUN
MD,Cecil,9,12,1917.9,1666.6,1764.9,SUN
MD,Charles,5,8,948.6,883.6,932.8,SUN
MD,Dorchester,7,6,207.3,194,194,SUN
MD,Frederick,9,8,51.7,51.7,48.6,SUN
MD,GARRETT,1,1,70,70,70,WND
MD,Garrett,14,11,149.2,147.2,145.2,SUN
MD,Harford,18,32,1087.2,963.1,1132,SUN
MD,Howard,25,23,41.1,41.1,40.6,SUN
MD,Kent,6,5,11.5,11.5,11.5,SUN
MD,Montgomery,16,31,500.4,459.1,498.1,SUN
MD,Prince Georges,35,51,3121.9,2763.4,2922.1,SUN
MD,Prince Geroges,1,1,3,3,3,SUN
MD,Queen Annes,8,7,102.8,102.8,102.4,SUN
MD,Somerset,6,13,98.7,96.3,94.5,DFO
MD,Talbot,3,18,71.4,68.4,69.6,DFO
MD,Washington,14,14,62.2,53.7,56.2,SUN
MD,Wicomico,8,22,24,24,24,SUN
MD,Worcester,3,6,15.2,15.2,15.2,SUN
ME,Androscoggin,29,42,191.9,181.2,190.3,SUN
ME,Aroostook,26,26,289.2,285.4,284.1,SUN
ME,Cumberland,22,44,1619.7,1537.27,1620,SUN
ME,Franklin,13,28,495,460.8,495,SUN
ME,Hancock,12,13,377.6,369.2,373.9,SUN
ME,Kennebec,27,35,112,111,110.8,SUN
ME,Knox,5,4,14,14,14,SUN
ME,Lincoln,3,3,12.5,12.5,12.5,SUN
ME,Oxford,20,24,585,546.8,581.6,SUN
ME,Penobscot,34,86,1016.8,928.8,981.3,SUN
ME,Piscataquis,3,3,210.5,210.5,210.3,SUN
ME,Sagadahoc,5,7,24.1,23.5,23.1,SUN
ME,Somerset,35,66,429.2,447.6,446.3,SUN
ME,WALDO,1,2,3.2,2.9,2.9,DFO
ME,Waldo,8,7,143.3,141.8,141.8,SUN
ME,Washington,7,17,188.1,176.2,175.4,SUN
ME,York,19,27,128.8,136.8,136.8,SUN
MI,Alcona,2,3,28,19.1,21,WAT
MI,Alger,1,1,6.2,5.8,5.8,BIT
MI,Allegan,5,10,230.3,204,231.3,NG
MI,Alpena,5,14,54.4,54.4,54.4,WAT
MI,BAY,1,2,3.2,3,3,LFG
MI,Baraga,3,6,80.6,75,75,NG
MI,Bay,5,6,1430.3,1227,1267.3,NG
MI,Berrien,7,33,2311.6,2198.2,2296.8,WAT
MI,Branch,8,6,36.2,36.2,36.2,SUN
MI,Calhoun,14,17,498.6,493.2,495.7,SUN
MI,Cass,2,3,1174.4,1081.5,1097.1,NG
MI,Charlevoix,1,3,3.3,2.8,2.8,DFO
MI,Cheboygan,3,6,24.6,21.8,27.6,WAT
MI,Chippewa,5,86,89.4,71.4,64.7,DFO
MI,Clare,2,1,1.6,1.6,1.6,LFG
MI,Clinton,3,5,23.2,23.2,23.2,SUN
MI,Crawford,1,1,38.6,38.6,38.6,WDS
MI,Delta,6,8,248.1,220.1,225.3,WND
MI,Dickinson,6,13,89.9,92.8,92.8,WAT
MI,Eaton,4,6,287.2,246.8,278.9,SUN
MI,Emmet,1,0,0,0,0,
MI,Genesee,11,19,76.2,71.7,71.7,SUN
MI,Gladwin,1,1,20,20,20,SUN
MI,Gogebic,1,2,1.4,1,1.2,WAT
MI,Grand Traverse,1,1,1,1,1,SUN
MI,Gratiot,11,13,943.6,943.4,943.4,WND
MI,Hillsdale,4,4,163.6,163.6,163.6,SUN
MI,Houghton,1,0,0,0,0,
MI,Huron,19,41,1023.8,1019.3,1022,WND
MI,Ingham,6,15,276,251,278,SUN
MI,Ionia,3,5,8.1,4.5,5.1,DFO
MI,Iosco,4,10,28,21.3,22,WAT
MI,Iron,5,9,27.2,27.2,27.2,WAT
MI,Isabella,4,4,549.6,549,549.7,WND
MI,Jackson,3,11,674,559.4,603.8,SUN
MI,KENT,1,3,4.8,4.5,4.5,LFG
MI,Kalamazoo,6,9,96.2,89.1,95.9,NG
MI,Kalkaska,1,1,60.5,48.3,57.09,NG
MI,Kent,8,10,67.5,61.4,64.1,NG
MI,Lapeer,2,2,48,48,48,SUN
MI,Leelanau,2,2,2.8,2.8,2.8,SUN
MI,Lenawee,5,6,44.4,44.4,44.4,SUN
MI,Livingston,1,5,13.5,14,14,DFO
MI,Macomb,3,23,135.4,122.6,151.6,LFG
MI,Manistee,3,6,109.6,85.5,86.1,WAT
MI,Marquette,9,18,223.5,213.3,213.1,WAT
MI,Mason,4,9,2217.7,2408.6,2439,WND
MI,Mecosta,1,4,6.8,2.4,2.8,WAT
MI,Menominee,4,15,25.1,24.3,24.3,WAT
MI,Midland,1,16,1853.8,1864.6,2044.6,NG
MI,Missaukee,5,5,86,83,83,SUN
MI,Monroe,4,15,4594.1,4292,4356,DFO
MI,Montcalm,6,10,961.7,826.5,957.5,NG
MI,Muskegon,4,5,23.2,23.2,23.2,NG
MI,Newaygo,3,9,46.2,42.7,43.3,WAT
MI,Oakland,4,16,151.8,124.2,155.2,DFO
MI,Oceana,2,3,5.1,5.1,5.1,DFO
MI,Ontonagon,1,2,12,11.8,11.8,WAT
MI,Osceola,2,4,53.1,51.8,63.2,NG
MI,Oscoda,2,3,15,11.4,11.6,SUN
MI,Otsego,4,9,694.1,597.8,681.3,NG
MI,Ottawa,12,35,2725.3,2348.3,2459.6,NG
MI,Presque Isle,1,0,0,0,0,
MI,Saginaw,5,4,9.2,8.2,8.2,SUN
MI,Sanilac,4,8,128.4,127.1,128.3,WND
MI,Schoolcraft,1,2,4.8,4.8,4.8,DFO
MI,Shiawassee,7,11,287,286.6,286.6,SUN
MI,St Clair,11,28,4393,4007.8,4214.8,NG
MI,St Joseph,5,14,26,24,24.8,WAT
MI,Tuscola,7,19,655.9,655.5,655.5,WND
MI,Van Buren,2,7,1987.8,2354.8,2606.4,NG
MI,Washtenaw,10,23,175.5,152.8,183.2,NG
MI,Wayne,18,41,1340.9,1275.1,1493.3,NG
MI,Wexford,2,3,61,42.2,42.8,WDS
MN,Anoka,3,3,16.7,16.7,16.7,SUN
MN,Becker,1,1,12.5,9.6,9.6,DFO
MN,Beltrami,2,2,51.3,43.57,51.3,NG
MN,Benton,17,31,29.3,28.9,28.9,SUN
MN,Blue Earth,22,39,825.5,730,795.6,SUN
MN,Brown,3,16,98.9,90.8,92.8,DFO
MN,Carlton,6,26,182.3,167.9,169.3,WAT
MN,Carver,19,29,150.6,145.7,153.2,SUN
MN,Cass,3,6,18.6,18.7,18.7,WAT
MN,Chippewa,17,23,64.9,63.8,63.6,SUN
MN,Chisago,43,63,190.3,188.4,188.4,SUN
MN,Clay,12,17,77.6,74.3,74.3,SUN
MN,Cook,2,3,6.7,6.1,6.1,DFO
MN,Cottonwood,8,15,306.7,298.3,298.9,WND
MN,Crow Wing,2,6,8.7,8.7,8.7,SUN
MN,Dakota,36,78,1059.2,944.2,1058.1,SUN
MN,Dodge,20,27,76.5,75.9,75.7,SUN
MN,Douglas,5,7,17.2,16.2,16.2,SUN
MN,Faribault,6,16,60.4,60.2,60.2,WND
MN,Fillmore,7,13,65.4,65.5,65.5,SUN
MN,Freeborn,6,6,425.3,407.3,407.3,WND
MN,Goodhue,31,35,1605.8,1423.89,1521.89,SUN
MN,Grant,1,1,21,20,20,WND
MN,Hennepin,11,39,695.9,536.6,595.6,SUN
