plant_code,plant_name,utility_id,utility_name,street_address,city,county,state,zip_code,latitude,longitude,coordinate_status,nerc_region,balancing_authority_code,balancing_authority_name,sector_name,regulatory_status,transmission_owner,grid_voltage_1_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage_flag,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,primary_fuel_code,primary_technology,status_mix,carbon_capture_generator_count,carbon_capture_generator_ids,carbon_capture_present_flag,boiler_id_count,boiler_ids,cooling_id_count,cooling_ids,particulate_control_id_count,particulate_control_ids,so2_control_id_count,so2_control_ids,nox_control_id_count,nox_control_ids,mercury_control_id_count,mercury_control_ids,stack_flue_id_count,stack_flue_ids,emissions_control_equipment_count,emissions_control_equipment_types,acid_gas_control_present_flag,emissions_control_statuses,emissions_control_total_cost_thousand_dollars,emissions_control_inservice_years,emissions_control_retirement_years,new_source_review_flags,new_source_review_permits,new_source_review_years,sulfur_regulations,sulfur_standard_rates,sulfur_standard_units,sulfur_standard_periods,sulfur_percent_scrubbed_values,sulfur_compliance_years,sulfur_existing_strategies,sulfur_proposed_strategies,nitrogen_regulations,nitrogen_standard_rates,nitrogen_standard_units,nitrogen_standard_periods,nitrogen_compliance_years,nitrogen_existing_strategies,nitrogen_proposed_strategies,particulate_regulations,particulate_standard_rates,particulate_standard_units,particulate_standard_periods,particulate_compliance_years,mercury_regulations,mercury_compliance_years,mercury_existing_strategies,mercury_proposed_strategies,cooling_statuses,cooling_types,cooling_water_sources,cooling_water_discharges,cooling_intake_rate_gpm_total,cooling_power_requirement_mw_total,cooling_total_cost_thousand_dollars,particulate_collector_types,particulate_collection_efficiency_pct_max,particulate_design_emission_rate_lb_per_hour_total,particulate_gas_exit_rate_cfm_total,particulate_gas_exit_temperature_f_max,so2_control_types,so2_sorbent_types,so2_removal_efficiency_pct_max,so2_design_emission_rate_lb_per_hour_total,so2_flue_gas_exit_rate_cfm_total,so2_flue_gas_exit_temperature_f_max,so2_fgd_total_cost_thousand_dollars,stack_flue_statuses,stack_height_ft_max,stack_exit_rate_100_cfm_total,stack_exit_temperature_100_f_max,stack_exit_velocity_100_ft_per_second_max,co2_emissions_value,co2_emissions_unit,co2_emissions_basis,co2_emissions_source,co2_emissions_reporting_year,co2e_emissions_value,co2e_emissions_unit,co2e_emissions_basis,co2e_emissions_source,co2e_emissions_reporting_year,ch4_emissions_value,ch4_emissions_unit,ch4_emissions_basis,ch4_emissions_source,ch4_emissions_reporting_year,n2o_emissions_value,n2o_emissions_unit,n2o_emissions_basis,n2o_emissions_source,n2o_emissions_reporting_year,so2_emissions_value,so2_emissions_unit,so2_emissions_basis,so2_emissions_source,so2_emissions_reporting_year,nox_emissions_value,nox_emissions_unit,nox_emissions_basis,nox_emissions_source,nox_emissions_reporting_year,particulate_matter_emissions_value,particulate_matter_emissions_unit,particulate_matter_emissions_basis,particulate_matter_emissions_source,particulate_matter_emissions_reporting_year,mercury_emissions_value,mercury_emissions_unit,mercury_emissions_basis,mercury_emissions_source,mercury_emissions_reporting_year,radioisotopic_emissions_value,radioisotopic_emissions_unit,radioisotopic_emissions_basis,radioisotopic_emissions_source,radioisotopic_emissions_reporting_year,emissions_profile_status,source_dataset,source_sheets
58121,Echo Wind Park,5109,DTE Electric Company,3222 Hereford Rd.,Elkton,Huron,MI,48731,43.8825,-83.161389,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,ITC Transmission,120,,,N,3,162,162,162,WND,Onshore Wind Turbine,OP:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1731,Harbor Beach,5109,DTE Electric Company,755 Huron Ave,Harbor Beach,Huron,MI,48441,43.8519,-82.6436,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,ITC Transmission,120,,,N,0,0,0,0,,,,,,,1,1,1,1,1,1,0,,0,,0,,1,1,1,EC,N,RE,226,1968,2013,N,,,ST,,DP,MO,,1980,,,NA,,,,,,,ST,0.19,PG,YR,1973,,,,,RE,ON,Lake Huron,,89766.23,,1038,EC,0.996,137,463600,290,,,,,,,,RE,300,463600,300,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,lb_per_hour,design_100_percent_load,EIA-860 2024 FGP,2024,,,,,,,,,,,partial_eia860_design_rates_ready_for_external_join,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
56635,Harvest,55873,"Harvest Windfarm, LLC",250 N Maxwell Road,Elkton,Huron,MI,48731,43.83,-83.2064,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,ITC Interconnection LLC,120,,,N,1,52.8,51.2,51.2,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57888,Harvest 2,57256,"Harvest II Windfarm, LLC",250 N Maxwell Road,Elkton,Huron,MI,48731,43.8556,-83.1669,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,ITC Interconnection LLC,120,,,N,1,59.4,59.4,59.4,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57949,MSC Sebewaing,57324,Michigan Sugar Company,947 Pine Street,Sebewaing,Huron,MI,48759,43.741111,-83.447222,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Industrial CHP,NR,ITC Transmission,4.2,,,N,2,2.5,0,2.3,BIT,Conventional Steam Coal,OP:1|OS:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.409,tons,annual_mass,EPA eGRID2023 PLNT23,2023,101.993,tons,annual_mass,EPA eGRID2023 PLNT23,2023,17.686,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,2.544,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,1.11,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.169,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.071192,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1853,Main Street (MI),16873,Village of Sebewaing - (MI),120 East Main,Sebewaing,Huron,MI,48759,43.732508,-83.453306,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,Village of Sebewaing - (MI),40,,,N,6,6,5.6,6,DFO,Petroleum Liquids,SB:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.983,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.079,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.016,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.002,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.018,tons,annual_mass,EPA eGRID2023 PLNT23,2023,,,,,,,,,,,,,,,,populated_from_epa_egrid_2023,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57853,McKinley Wind Park,5109,DTE Electric Company,2925 N Gagetown Rd,Pigeon,Huron,MI,48755,43.871944,-83.241388,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,ITC Transmission,41.57,,,N,1,14.4,14,14,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
56416,Michigan Wind 1,54800,"Michigan Wind 1, LLC",1387 East Atwater Road,Ubly,Huron,MI,48475,43.7092,-82.9633,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,ITC Transmission,120,,,N,1,69,69,69,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1735,Oliver,5109,DTE Electric Company,346 N. Gagetown Rd.,Oliver Twp,Huron,MI,48755,43.8264,-83.2383,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,DTE Electric Company,40,,,N,5,13.5,14,14,DFO,Petroleum Liquids,OP:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.135,tons,annual_mass,EPA eGRID2023 PLNT23,2023,34.247,tons,annual_mass,EPA eGRID2023 PLNT23,2023,2.765,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.553,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.06,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.67,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.311085,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58580,Pheasant Run Wind LLC,58539,Pheasant Run Wind LLC,2254 S Caseville Rd,Pigeon,Huron,MI,48757,43.757778,-83.297778,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,ITC Transmission,345,,,N,1,74.8,74.8,74.8,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
7806,Pine Street,16873,Village of Sebewaing - (MI),350 West Pine,Sebewaing,Huron,MI,48759,43.740164,-83.449953,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,Village of Sebewaing - (MI),40,,,N,2,7.7,7.7,7.7,NG,Natural Gas Internal Combustion Engine,OP:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13348.029,tons,annual_mass,EPA eGRID2023 PLNT23,2023,13361.736,tons,annual_mass,EPA eGRID2023 PLNT23,2023,503.51,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,50.245,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.365,tons,annual_mass,EPA eGRID2023 PLNT23,2023,309.893,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.056715,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57851,Sigel Wind Park,5109,DTE Electric Company,1717 Minden Rd,Harbor Beach,Huron,MI,48441,43.850833,-82.783611,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,ITC Transmission,120,,,N,1,64,64,64,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1875,Ubly,18895,Thumb Electric Coop of Mich,4159 Ubly Road,Ubly,Huron,MI,48475,43.7217,-82.9388,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,Thumb Electric Coop of Mich,40,,,N,9,12.4,12.3,12.3,DFO,Petroleum Liquids,OP:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.458,tons,annual_mass,EPA eGRID2023 PLNT23,2023,18.508,tons,annual_mass,EPA eGRID2023 PLNT23,2023,1.27,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.243,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.033,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.28,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.030225,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66105,"Blue Elk II Solar, LLC",65271,"Blue Elk II Solar, LLC",TBD,Mason,Ingham,MI,48854,42.504888,-84.477,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,Consumers Energy Co,46,,,N,1,20,20,20,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66103,"Blue Elk III Solar, LLC",65272,"Blue Elk III Solar, LLC",TBD,Eaton Rapids,Ingham,MI,48827,42.516,-84.593,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,Consumers Energy Co,46,,,N,1,20,20,20,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1831,Eckert Station,56155,Lansing Board of Water and Light,601 Island Ave,Lansing,Ingham,MI,48910,42.71839,-84.55808,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,City of Lansing - (MI),13.2,,,N,0,0,0,0,,,,,,,6,1|2|3|4|5|6,1,1-6,6,1|2|3|4|5|6,0,,0,,3,4|5|6,2,1|2,9,ACI|EK,N,RE,15259,1976|1978|2016,2014|2015|2020|2021,N,,,ST,0,DP,DA,0,1980,OT|SS,NA|ND,FD,0,NP,YR,2000,LN|OV,NA|ND,ST,0.2,PG,NV,1976|1978,FD|NA,2016,ACI|ND,ACI,RE,HT|ON,Grand River,Grand River,202200,4,4691,EK,0.984,771.6,1750941,340,,,,,,,,RE,619,1560000,290,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.6,lb_per_hour,design_100_percent_load,EIA-860 2024 FGP,2024,,,,,,,,,,,partial_eia860_design_rates_ready_for_external_join,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58427,Lansing BWL REO Town Plant,56155,Lansing Board of Water and Light,1201 South Washington,Lansing,Ingham,MI,48910,42.719722,-84.551667,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,City of Lansing - (MI),138,,,N,3,98,74.9,100.2,NG,Natural Gas Fired Combined Cycle,OP:3,,,,2,HRSG1|HRSG2,0,,0,,0,,0,,0,,0,,,,N,,,,,N,,,XX,,,,,,,,FD,42.5,NH,OH,2013,LN,LN,FD,2.1,PH,,2015,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,143877.934,tons,annual_mass,EPA eGRID2023 PLNT23,2023,144059.357,tons,annual_mass,EPA eGRID2023 PLNT23,2023,6664.536,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,665.056,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.732,tons,annual_mass,EPA eGRID2023 PLNT23,2023,76.571,tons,annual_mass,EPA eGRID2023 PLNT23,2023,7.959594,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
60945,"Spartan PV 1, LLC",56990,NJR Clean Energy Ventures Corporation,220 Trowbridge Road,East Lansing,Ingham,MI,48824,42.7151,-84.4824,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,City of Lansing - (MI),13.8,,,N,1,10.5,10.5,10.5,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
10328,T B Simon Power Plant,12436,Michigan State University,354 Service Rd.,East Lansing,Ingham,MI,48824,42.7178,-84.4836,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Commercial CHP,NR,Consumers Energy Co,138,,,N,9,127.5,125.6,127.3,NG,Natural Gas Steam Turbine,OP:9,,,,5,BLR1|BLR2|BLR3|BLR4|BLR6,0,,4,BH1|BH2|BH4|ESP3,1,LS4,4,BLR1|BLR2|BLR3|BLR4,4,BH1|BH2|BH4|ESP3,0,,9,BR|DSI|EW|SN,N,OP|OS|SB,9420,1973|1979|1980|1993|2004,,N,,,XX,,,,,,,,FD|ST,0.11550000000000001|0.13750000000000001|34.9|7.5999999999999998E-2|9.3899999999999997E-2,NP|OT,DA|NS|YR,2009,CF|LN|SN,LN|SN,XX,,,,,XX,,,,,,,,,,,BR|EW,0.998,30.5,720000,750,DSI,LS,0.922,243.6,153000,320,,,,,,,0,tons,annual_mass,EPA eGRID2023 PLNT23,2023,86.404,tons,annual_mass,EPA eGRID2023 PLNT23,2023,3174.04,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,316.738,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0,tons,annual_mass,EPA eGRID2023 PLNT23,2023,142.178,tons,annual_mass,EPA eGRID2023 PLNT23,2023,5.873619,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1851,Frank Jenkins,15246,City of Portland - (MI),723 E. Gd. River Ave.,Portland,Ionia,MI,48875,42.868611,-84.895555,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,City of Portland - (MI),7.2,,,N,3,3.8,3.5,3.5,DFO,Petroleum Liquids,SB:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.081,tons,annual_mass,EPA eGRID2023 PLNT23,2023,53.227,tons,annual_mass,EPA eGRID2023 PLNT23,2023,3.699,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.71,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.094,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.866,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.27466,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68843,Tupper Lake Wind,67090,Tupper Lake,9700 Keim Road,Clarksville,Ionia,MI,48815,42.829,-85.138,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",IPP Non-CHP,NR,"Michigan Electric Transmission Company,",138,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
1722,Webber,4254,Consumers Energy Co - (MI),Perkins Rd.,Lyons,Ionia,MI,48851,42.9528,-84.9025,present,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Electric Utility,RE,Consumers Energy Co,46,,,N,2,4.3,1,1.6,WAT,Conventional Hydroelectric,OP:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
