plant_code,plant_name,utility_id,utility_name,street_address,city,county,state,zip_code,latitude,longitude,coordinate_status,nerc_region,balancing_authority_code,balancing_authority_name,sector_name,regulatory_status,transmission_owner,grid_voltage_1_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage_flag,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,primary_fuel_code,primary_technology,status_mix,carbon_capture_generator_count,carbon_capture_generator_ids,carbon_capture_present_flag,boiler_id_count,boiler_ids,cooling_id_count,cooling_ids,particulate_control_id_count,particulate_control_ids,so2_control_id_count,so2_control_ids,nox_control_id_count,nox_control_ids,mercury_control_id_count,mercury_control_ids,stack_flue_id_count,stack_flue_ids,emissions_control_equipment_count,emissions_control_equipment_types,acid_gas_control_present_flag,emissions_control_statuses,emissions_control_total_cost_thousand_dollars,emissions_control_inservice_years,emissions_control_retirement_years,new_source_review_flags,new_source_review_permits,new_source_review_years,sulfur_regulations,sulfur_standard_rates,sulfur_standard_units,sulfur_standard_periods,sulfur_percent_scrubbed_values,sulfur_compliance_years,sulfur_existing_strategies,sulfur_proposed_strategies,nitrogen_regulations,nitrogen_standard_rates,nitrogen_standard_units,nitrogen_standard_periods,nitrogen_compliance_years,nitrogen_existing_strategies,nitrogen_proposed_strategies,particulate_regulations,particulate_standard_rates,particulate_standard_units,particulate_standard_periods,particulate_compliance_years,mercury_regulations,mercury_compliance_years,mercury_existing_strategies,mercury_proposed_strategies,cooling_statuses,cooling_types,cooling_water_sources,cooling_water_discharges,cooling_intake_rate_gpm_total,cooling_power_requirement_mw_total,cooling_total_cost_thousand_dollars,particulate_collector_types,particulate_collection_efficiency_pct_max,particulate_design_emission_rate_lb_per_hour_total,particulate_gas_exit_rate_cfm_total,particulate_gas_exit_temperature_f_max,so2_control_types,so2_sorbent_types,so2_removal_efficiency_pct_max,so2_design_emission_rate_lb_per_hour_total,so2_flue_gas_exit_rate_cfm_total,so2_flue_gas_exit_temperature_f_max,so2_fgd_total_cost_thousand_dollars,stack_flue_statuses,stack_height_ft_max,stack_exit_rate_100_cfm_total,stack_exit_temperature_100_f_max,stack_exit_velocity_100_ft_per_second_max,co2_emissions_value,co2_emissions_unit,co2_emissions_basis,co2_emissions_source,co2_emissions_reporting_year,co2e_emissions_value,co2e_emissions_unit,co2e_emissions_basis,co2e_emissions_source,co2e_emissions_reporting_year,ch4_emissions_value,ch4_emissions_unit,ch4_emissions_basis,ch4_emissions_source,ch4_emissions_reporting_year,n2o_emissions_value,n2o_emissions_unit,n2o_emissions_basis,n2o_emissions_source,n2o_emissions_reporting_year,so2_emissions_value,so2_emissions_unit,so2_emissions_basis,so2_emissions_source,so2_emissions_reporting_year,nox_emissions_value,nox_emissions_unit,nox_emissions_basis,nox_emissions_source,nox_emissions_reporting_year,particulate_matter_emissions_value,particulate_matter_emissions_unit,particulate_matter_emissions_basis,particulate_matter_emissions_source,particulate_matter_emissions_reporting_year,mercury_emissions_value,mercury_emissions_unit,mercury_emissions_basis,mercury_emissions_source,mercury_emissions_reporting_year,radioisotopic_emissions_value,radioisotopic_emissions_unit,radioisotopic_emissions_basis,radioisotopic_emissions_source,radioisotopic_emissions_reporting_year,emissions_profile_status,source_dataset,source_sheets
68529,Flatland Storage,66908,Flatland Storage LLC,4750 S. Vail Rd.,Coolidge,Pinal,AZ,85128,32.919198,-111.498889,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68452,Kitt Solar,66818,301AK 8me LLC,TBD,Eloy,Pinal,AZ,85131,32.73353,-111.569117,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,69,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
61678,Pinal Central Energy Center Hybrid,61295,"Pinal Central Energy Center, LLC",19 S. Sunshine Blvd,Casa Grande,Pinal,AZ,85194,32.875697,-111.551111,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,Y,2,30,30,30,MWH,Batteries,OP:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
118,Saguaro,803,Arizona Public Service Co,Mail Post 228,Red Rock,Pinal,AZ,85245,32.5517,-111.3,present,WECC,AZPS,Arizona Public Service Company,Electric Utility,RE,Arizona Public Service Co,115,,,N,3,184.5,169,188,NG,Natural Gas Fired Combustion Turbine,OP:3,,,,2,1|2,2,1|2,0,,0,,0,,0,,1,1,,,N,,,,,N,,,LO,,DP,WO,,1979,,,NA,,,,,,,LO,241|257,PH,OH,1979,NA,,,,RE,RI,Wells,Wells,1903.04,0.746,1481,,,,,,,,,,,,,RE,160,1084000,337,58,95661.122,tons,annual_mass,EPA eGRID2023 PLNT23,2023,95805.758,tons,annual_mass,EPA eGRID2023 PLNT23,2023,5313.168,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,530.202,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.477,tons,annual_mass,EPA eGRID2023 PLNT23,2023,24.421,tons,annual_mass,EPA eGRID2023 PLNT23,2023,3.831,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66716,Saint Energy Storage II LLC,65727,Saint Energy Storage II LLC,6536 E Steele Road,Coolidge,Pinal,AZ,85128,32.86951,-111.514226,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,Y,1,100,100,100,MWH,Batteries,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
63476,Saint Solar,63210,Saint Solar LLC,329 E. Steele Road,Coolidge,Pinal,AZ,85128,32.866276,-111.502402,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,N,1,100,100,100,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
59634,Sandstone Solar,61012,AES Distributed Energy,West Hunt Highway,Florence,Pinal,AZ,85132,33.035556,-111.430278,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,115,,,N,1,45,43,42,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68883,Sawtooth Solar,64452,"EDF Renewables Development, Inc.",TBD,Eloy,Pinal,AZ,85131,32.728,-111.629,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,230,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
65956,Storey Solar and Storage,64801,"Storey Energy Center, LLC",430 East Steele Road,Coolidge,Pinal,AZ,85128,32.8882,-111.4978,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,Y,2,210,176,176,MWH,Batteries,OP:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
55522,Sundance,803,Arizona Public Service Co,2060 Sundance Road,Casa Grande,Pinal,AZ,85228,32.9285,-111.5899,present,WECC,WALC,Western Area Power Administration - Desert Southwest Region,Electric Utility,RE,WAPA-- Western Area Power Administration,230,,,N,10,605,400,430,NG,Natural Gas Fired Combustion Turbine,OP:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317086.382,tons,annual_mass,EPA eGRID2023 PLNT23,2023,317409.304,tons,annual_mass,EPA eGRID2023 PLNT23,2023,11862.453,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,1183.757,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,1.607,tons,annual_mass,EPA eGRID2023 PLNT23,2023,34.706,tons,annual_mass,EPA eGRID2023 PLNT23,2023,14.055,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68298,THREE SISTERS Solar Generation and BESS,66704,"THSI bn, LLC",TBD,Manzoro,Pinal,AZ,86401,32.053732,-109.823038,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,230,115,345,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58516,Union HS at Casa Grande,58491,"Luminace Solar Holding, LLC",2730 North Trekell Road,Casa Grande,Pinal,AZ,85122,32.936944,-111.738611,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,0.48,,,N,1,1.6,1.6,1.6,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
54594,University of Arizona - Biosphere 2,55994,University of Arizona - Biosphere 2,32540 S. Biosphere Road,Oracle,Pinal,AZ,85623,32.578011,-110.852608,present,WECC,WALC,Western Area Power Administration - Desert Southwest Region,Commercial Non-CHP,NR,USBIA-San Carlos Project,12.74,,,N,2,3.1,3.1,3.1,DFO,Petroleum Liquids,SB:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.717,tons,annual_mass,EPA eGRID2023 PLNT23,2023,242.133,tons,annual_mass,EPA eGRID2023 PLNT23,2023,12.057,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,1.866,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.246,tons,annual_mass,EPA eGRID2023 PLNT23,2023,4.916,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.047093,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58517,Vista Grande HS at Casa Grande,58491,"Luminace Solar Holding, LLC",1556 North Arizola Rd,Casa Grande,Pinal,AZ,85122,32.891389,-111.713056,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,0.48,,,N,1,1.4,1.4,1.4,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57939,Walmart Casa Grande,57313,Tesla Inc.,58 S Thornton Rd,Casa Grande,Pinal,AZ,85193,32.866837,-111.771751,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,0.48,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66125,"West Line Solar, LLC",65288,"West Line Solar, LLC",6750 North Tweedy Road,City of Eloy,Pinal,AZ,85131,32.7559,-111.5548,present,WECC,SRP,Salt River Project,IPP Non-CHP,NR,Salt River Project,230,,,N,1,100,100,100,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
59044,Rio Rico Solar,19728,"UNS Electric, Inc",1401 E Frontage Rd,Rio Rico,Santa Cruz,AZ,85648,31.5,-111.008056,present,WECC,TEPC,Tucson Electric Power Company,Electric Utility,RE,"UNS Electric, Inc",13.2,,,N,1,6,6,6,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
6515,Valencia,19728,"UNS Electric, Inc",1741N. Grand Ave,Nogales,Santa Cruz,AZ,85621,31.363472,-110.931343,present,WECC,TEPC,Tucson Electric Power Company,Electric Utility,RE,"UNS Electric, Inc",138,,,N,4,108,60.3,65.6,NG,Natural Gas Fired Combustion Turbine,SB:3|OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834.297,tons,annual_mass,EPA eGRID2023 PLNT23,2023,4840.232,tons,annual_mass,EPA eGRID2023 PLNT23,2023,202.953,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,23.349,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.132,tons,annual_mass,EPA eGRID2023 PLNT23,2023,13.235,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.192745,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
112,Childs,803,Arizona Public Service Co,Fossil Creek Road,Camp Verde,Yavapai,AZ,85544,34.351111,-111.700556,present,WECC,,,Electric Utility,RE,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57560,Chino Valley Solar,803,Arizona Public Service Co,1900 East Road 4 South,Chino Valley,Yavapai,AZ,86323,34.71843,-112.42899,present,WECC,AZPS,Arizona Public Service Company,Electric Utility,RE,Arizona Public Service Co,69,,,Y,2,38,38,38,MWH,Batteries,OP:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
115,Irving,803,Arizona Public Service Co,Fossil Creek Road,Camp Verde,Yavapai,AZ,86322,34.402222,-111.617222,present,WECC,,,Electric Utility,RE,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
56228,Prescott Airport,803,Arizona Public Service Co,Melville Road,Prescott,Yavapai,AZ,86301,34.6584,-112.4008,present,WECC,AZPS,Arizona Public Service Company,Electric Utility,RE,Arizona Public Service Co,69,,,N,1,3,3,3,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58147,Prescott Solar Plant,58108,"SunE AZ1, LLC",10100 North Sam Steiger Trail,Prescott,Yavapai,AZ,86301,34.649444,-112.4275,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,12.47,,,N,1,10.8,10.8,10.8,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57790,RE Bagdad Solar I LLC,65411,Duke Energy Renewables Services,Terminus of Airport Road,Bagdad,Yavapai,AZ,86321,34.585833,-113.177222,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,12.47,,,N,1,14.9,14.9,14.9,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57373,Agua Caliente Solar Project,59396,Agua Caliente Solar,67500 East Palomas Rd,Dateland,Yuma,AZ,85333,32.9774,-113.4945,present,WECC,CISO,California Independent System Operator,IPP Non-CHP,NR,San Diego Gas & Electric Co,500,,,N,3,347.7,347.7,347.7,SUN,Solar Photovoltaic,OP:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
57765,Arizona Western College PV,61012,AES Distributed Energy,2020 S. Avenue 8E,Yuma,Yuma,AZ,85365,32.687778,-114.49611,present,WECC,AZPS,Arizona Public Service Company,IPP Non-CHP,NR,Arizona Public Service Co,12,,,N,5,4.7,4.7,4.7,SUN,Solar Photovoltaic,OP:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
