target,target_label,host,host_status,scan_status,port,protocol,service_name,product,version,extrainfo,cpe,error
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,49,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,53,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,70,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,79,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,80,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,81,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,82,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,83,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,84,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,85,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,88,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,89,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,90,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,99,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,100,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,106,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,109,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,110,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,111,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,113,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,119,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,125,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,143,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,144,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,146,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,161,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,163,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,199,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,211,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,212,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,222,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,254,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,255,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,256,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,259,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,264,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,280,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,301,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,306,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,311,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,340,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,366,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,389,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,406,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,407,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,416,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,417,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,425,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,427,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,443,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,444,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,458,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,464,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,465,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,481,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,497,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,500,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,512,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,513,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,514,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,515,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,524,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,541,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,543,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,544,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,545,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,548,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,554,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,555,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,563,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,587,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,593,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,616,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,617,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,625,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,631,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,636,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,646,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,648,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,666,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,667,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,668,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,683,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,687,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,691,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,700,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,705,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,711,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,714,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,720,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,722,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,726,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,749,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,765,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,777,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,783,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,787,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,800,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,801,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,808,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,843,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,873,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,880,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,888,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,898,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,900,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,901,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,902,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,903,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,911,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,912,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,981,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,987,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,990,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,992,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,993,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,995,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,999,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1000,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1001,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1002,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1007,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1009,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1010,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1011,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1021,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1022,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1023,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1024,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1025,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1026,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1027,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1028,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1029,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1030,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1031,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1032,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1033,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1034,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1035,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1036,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1037,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1038,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1039,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1040,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1041,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1042,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1043,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1044,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1045,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1046,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1047,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1048,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1049,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1050,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1051,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1052,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1053,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1054,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1055,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1056,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1057,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1058,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1059,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1060,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1061,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1062,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1063,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1064,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1065,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1066,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1067,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1068,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1069,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1070,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1071,tcp,tcpwrapped,,,,,
103.141.214.0,chunk-3-range-00143-103.141.214.0-103.141.215.255,103.141.214.0,up,open-service,1072,tcp,tcpwrapped,,,,,
