station_id,state,state_name,station_name,place_name,latitude,longitude,coordinate_source,geometry_precision,monitoring_year_start,monitoring_year_end,years_with_data_count,approved_sample_count,approved_dose_reading_count,dose_equivalent_rate_avg_nsvh,dose_equivalent_rate_p95_nsvh,dose_equivalent_rate_max_nsvh,gamma_count_rate_total_avg_cpm,background_radiation_band,dominant_radiation_profile,source_dataset
radnet-ga-atlanta,GA,Georgia,Atlanta,Atlanta,33.762909,-84.422675,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,134276,52210,73.75,85,174,6042.59,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ga-augusta,GA,Georgia,Augusta-Richmond County,Augusta-Richmond County,33.365531,-82.073422,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,129614,49073,68.05,80,167,6797.79,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-hi-honolulu,HI,Hawaii,Urban Honolulu,Urban Honolulu,21.324347,-157.84764,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,17,127047,51945,32.07,34,51,2051.74,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ia-des_moines,IA,Iowa,Des Moines,Des Moines,41.57259,-93.610243,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,142742,7309,48.13,58,250,3957.18,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ia-fort_madison,IA,Iowa,Fort Madison,Fort Madison,40.621463,-91.346257,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2016,2025,10,51338,16738,40.2,59,136,4518.2,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ia-mason_city,IA,Iowa,Mason City,Mason City,43.147762,-93.200403,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,117119,36008,69.87,135,231,5157.28,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-id-boise,ID,Idaho,Boise City,Boise City,43.599335,-116.229817,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2012,2025,14,103138,13516,71.12,80,194,5327.34,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-id-idaho_falls,ID,Idaho,Idaho Falls,Idaho Falls,43.489616,-112.03534,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,133822,47231,102.8,128,231,6555.66,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-il-aurora,IL,Illinois,Aurora,Aurora,41.763455,-88.290099,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,125415,21878,53.57,60,135,3664.61,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-il-champaign,IL,Illinois,Champaign,Champaign,40.114099,-88.274619,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2012,2025,14,103289,57209,68.92,92,179,4905.48,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-il-chicago,IL,Illinois,Chicago,Chicago,41.837045,-87.684939,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,119106,54739,50.38,85,217,3422.78,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-in-fort_wayne,IN,Indiana,Fort Wayne,Fort Wayne,41.088193,-85.142791,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2024,15,93936,1010,40.97,50,80,2989.01,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-in-indianapolis,IN,Indiana,Indianapolis,Indianapolis,39.776664,-86.145935,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,149942,14787,44.16,51,133,3490.13,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ks-kansas_city,KS,Kansas,Kansas City,Kansas City,39.122539,-94.741781,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,148156,3957,66.68,73,192,4940.47,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ks-wichita,KS,Kansas,Wichita,Wichita,37.690638,-97.345836,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,127196,23821,59.63,66,138,4498.75,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ky-lexington,KY,Kentucky,Lexington-Fayette,Lexington-Fayette,38.040678,-84.458272,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,132086,34023,54.4,62,153,4710.22,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ky-louisville,KY,Kentucky,Louisville,Louisville,38.224728,-85.740614,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,131029,20333,56.76,66,166,5518.54,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ky-paducah,KY,Kentucky,Paducah,Paducah,37.070892,-88.644477,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2014,2025,12,90964,48651,43.22,81,193,2997.94,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-la-baton_rouge,LA,Louisiana,Baton Rouge,Baton Rouge,30.440443,-91.133166,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,128643,68879,39.75,44,88,3204.99,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-la-shreveport,LA,Louisiana,Shreveport,Shreveport,32.466879,-93.792193,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,77270,,,,,4857.79,Dose unavailable,Gamma count-only monitor,EPA RadNet near-real-time air monitor archives
radnet-ma-boston,MA,Massachusetts,Boston,Boston,42.338551,-71.018253,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,19,121140,22185,69.05,76,116,6093.28,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ma-worcester,MA,Massachusetts,Worcester,Worcester,42.269478,-71.807783,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,132577,75102,90.5,100,141,7387.9,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-md-baltimore,MD,Maryland,Baltimore,Baltimore,39.300032,-76.610476,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2024,19,140759,,,,,2960.74,Dose unavailable,Gamma count-only monitor,EPA RadNet near-real-time air monitor archives
radnet-me-orono,ME,Maine,Orono,Orono,44.878261,-68.688144,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,102941,9892,41.54,47,84,4583.31,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-me-portland,ME,Maine,Portland,Portland,43.633157,-70.185305,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,127547,1193,73.98,84,104,8504.09,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mi-bay_city,MI,Michigan,Bay City,Bay City,43.590062,-83.888421,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,127500,15720,50.12,56,112,3702.37,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mi-detroit,MI,Michigan,Detroit,Detroit,42.383037,-83.102237,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,146649,9444,48.7,55,104,4220.08,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mi-grand_rapids,MI,Michigan,Grand Rapids,Grand Rapids,42.961156,-85.65557,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,121666,26797,49.62,56,100,3928.78,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mn-duluth,MN,Minnesota,Duluth,Duluth,46.774458,-92.134135,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,135010,18090,57.16,63,138,3303.31,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mn-st-paul,MN,Minnesota,St. Paul,St. Paul,44.948901,-93.104063,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,140658,50255,46.74,68,137,3579.28,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mo-jefferson_city,MO,Missouri,Jefferson City,Jefferson City,38.567461,-92.175254,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,17,121107,34946,43.51,56,179,3187.87,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mo-springfield,MO,Missouri,Springfield,Springfield,37.194157,-93.292642,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,126525,482,37.96,42,46,2841.18,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mo-st-louis,MO,Missouri,St. Louis,St. Louis,38.635699,-90.244582,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,18,99537,50277,47.36,55,178,3198.42,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ms-jackson,MS,Mississippi,Jackson,Jackson,32.315834,-90.21285,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,111936,24207,38.26,42,113,3173.85,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mt-billings,MT,Montana,Billings,Billings,45.788538,-108.552475,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,120096,13903,70.77,81,202,6959.89,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-mt-kalispell,MT,Montana,Kalispell,Kalispell,48.216152,-114.327645,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2017,2025,9,68820,61915,84.34,100,252,5557.29,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nc-charlotte,NC,North Carolina,Charlotte,Charlotte,35.209045,-80.83099,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2007,2025,19,131591,44795,37.7,41,91,3360.7,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nc-greensboro,NC,North Carolina,Greensboro,Greensboro,36.09485,-79.823624,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2013,2025,13,81083,19451,63.77,69,114,3370.2,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nc-raleigh,NC,North Carolina,Raleigh,Raleigh,35.831868,-78.641042,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,110422,1279,101.38,112,149,8996.29,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nc-wilmington,NC,North Carolina,Wilmington,Wilmington,34.209225,-77.885767,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,129793,45003,45,84,115,3510.82,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nd-bismarck,ND,North Dakota,Bismarck,Bismarck,46.814583,-100.770089,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,138465,31098,60.73,78,259,4601.37,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ne-kearney,NE,Nebraska,Kearney,Kearney,40.701745,-99.082312,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,94066,49383,92.4,140,463,5083.63,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ne-lincoln,NE,Nebraska,Lincoln,Lincoln,40.810284,-96.674856,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,131338,23782,56.78,66,223,4548.98,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-ne-omaha,NE,Nebraska,Omaha,Omaha,41.262705,-96.053475,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,128289,74269,59.22,68,261,4504.16,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nh-concord,NH,New Hampshire,Concord,Concord,43.232493,-71.561252,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,117678,23,0,0,0,5996.01,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nh-portsmouth,NH,New Hampshire,Portsmouth,Portsmouth,43.060594,-70.780349,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2018,2025,8,52385,31744,69.65,91,135,5241.78,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nm-albuquerque,NM,New Mexico,Albuquerque,Albuquerque,35.10478,-106.646809,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,113136,42136,88.77,95,187,5505.34,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nm-carlsbad,NM,New Mexico,Carlsbad,Carlsbad,32.40079,-104.241012,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2011,2025,14,102999,42094,64.69,107,259,3727.5,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nm-navajo_lake,NM,New Mexico,Navajo Dam,Navajo Dam,36.872922,-107.623216,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2010,2025,16,101588,14507,128.91,140,211,7384.98,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
radnet-nv-las_vegas,NV,Nevada,Las Vegas,Las Vegas,36.233499,-115.264037,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,20,148413,,,,,3670.68,Dose unavailable,Gamma count-only monitor,EPA RadNet near-real-time air monitor archives
radnet-nv-reno,NV,Nevada,Reno,Reno,39.549097,-119.849907,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,130376,,,,,5480.07,Dose unavailable,Gamma count-only monitor,EPA RadNet near-real-time air monitor archives
radnet-ny-albany,NY,New York,Albany,Albany,42.665745,-73.798353,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,132115,58703,43.84,50,152,3340.33,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives
