ip,target_label,host,port,protocol,service_name,product,version,extrainfo,cpe,vx_category,vx_category_label,category_rationale,flags,nmap_command,scan_status,error
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
